,2022-11-23
285,"@cmwinterburn No it wouldn’t, duabi is not a state but a emirate and Abu Dhabi is where all wealth is. Duabi has no oil or gas just real estate"
286,"#Syria - #Rojava: The Turkish military targeted oil, gas, and power infrastructure with airstrikes around Tirbespiye and Qamishlo today. This marks the 3rd day of heavy Turkish airstrikes in Northeast Syria, which has left dozens of civilians killed and wounded. 

(via @dersi4m) https://t.co/Emf3kRg0AC"
287,Let me see highest gas prices highest inflation in 40 years shutting down American oil independents pushing child sex abuse sending billions to Ukraine funneled back to democrats through FTX spying on a sitting president cheating his way into office oh yes trying to destroy us https://t.co/mtdv4wJABO
288,"@gretchenhogg @Bill43111 @POTUS Were the US to pull out of SA, that’d be a GIGANTIC loss for them. Close all the US bases, &amp; remove all the equipment, personnel, etc..
Can you imagine if we could get away from using oil &amp; gas?"
289,"#开云体育  #八戒体育  #足球 #世界杯  https://t.co/3mx0rM6ZCy
Whole nearly gas oil.
💘😍😀😆👌"
290,"@charlesadler After the last 3 years of cuts by the UCP and unfettered profits by Oil and Gas, Grocery chains and insurance now she throws a few crumbs down months before the election. Sorry Charles don’t buy it, not for a second."
291,"Success of Iran revolution 2022 &gt;&gt;
#EU will be able to tap over 1.2trillion barrels of oil &amp; gas 
#IranRevoIution ✌️
#Mahsa_Amini‌"
292,"@KenR2310 @theresa_may Scotland has 8% of the UK population but in Scottish waters and on land we have 80% of the UK’s oil, 50% of its natural gas and 25% of renewables.  I think you may wish to check the UK ONS data and adjust your thinking."
293,Ukraine Blunder should be fully exploited collectively to reap max windfall profits/wealth to the Ummah from oil&amp;gas @Alwaleed_Talal @MarzouqAlghanim @diwan_kw @AmiriDiwan @TamimBinHamad @mkii3216 @MohamedBinZayed @kbsalsaud @FaisalbinFarhan @aramco @PIF_en @Mubadala @qia @BY
294,@rohanarezel Too bad the UK government is still making oil and gas more expensive for its citizens by decentivising production and constraining supply
295,@iansefton @SamRamani2 Oil and gas rigs. This is what makes Scotland and Norway rich.
296,"BREAKING 🇸🇾 : #Turkey targets the oil, gas and electricity infrastructur... https://t.co/P9LCL899cI via @YouTube"
297,"@CraftistThe @JasonRo18823345 @cabezade13 @WhiteHouse President of American Energy Alliance;In spite of their rhetoric,the Biden Administration is doing absolutely nothing to encourage the production of American natural gas and oil. In fact, they are making it more difficult,Pyle said at the time.The pain at the pump is real."
298,"Germany plans 33pc windfall tax on gas, coal and oil firms, say sources https://t.co/n6CXBowSsk"
299,"If you basically reimburse the tax to the vast majority of people who use gas for their vehicles and oil to heat their homes, how does that incent people to stop using fossil fuels? https://t.co/Yel6jxOIHp"
300,@breakingnewsie The British have some neck making the Scottish prisoners in there own land. Shocking stuff.. while they quietly take there oil n gas...
301,"@TodSimmons4 @RogerHelmerMEP That is a question for the Geologists. Generally, gas has to be in porous formations like oil."
302,"#Oh_Dear. ""In 2020/21, Scotland’s net fiscal deficit – the difference between estimated revenues and public spending – is estimated at 22.4% of GDP if North Sea revenues are shared according to where the oil and gas fields are located (on a geographical basis). #YestoIndy."
303,"Eco ""warriors"" dream of a #fossilfuel free future.
But they're impractical dreamers.
#Coal, #oil &amp; #gas are here to stay ... 

https://t.co/aW4NVWOxSY

#Climate200
#Mon4Kooyong 
#Kooyong
#ExtinctionRebellion
#ALPVictoria
#AusPol"
304,"@rahmstorf ""Renewables are the fastest growing sources of electricity. Yet the increase in CO2 accelerates? When will people appreciate what's wrong here?""

""The renewable miracle: gas up, coal up, oil up, emissions up, prices up, disconnections up. At least reliability is down!""

#climate https://t.co/RUwbKcA9fP"
305,"@business Just to make it clear it's Russian gas going through Ukraine. Also, Russian oil is being exported through Ukraine's territory."
306,"Gas tank filled, oil changed &amp; tires checked! SO FREAKING ANXIOUS! but finally meeting online homies for the first time tomorrow😊"
307,#Milano #Engineering #OilGas INSIDE SALES E GESTIONE COMMESSA - COMPONENTISTICA - OIL&amp;GAS https://t.co/3dUXdJOz88
308,what you are missing is that he was protecting a gas station and standard oil has controlled the u s since 1921 https://t.co/83EOlwSZ6y
309,@sandibachom what you are missing is that he was protecting a gas station and standard oil has controlled the u s since 1921
310,GAO: Urgent Need for a Cybersecurity Strategy for Offshore Oil and Gas - HS Today - HSToday https://t.co/kJUsEFb67k https://t.co/TXKAc5cbiz
311,Bredec Reliability GAO: Urgent Need for a Cybersecurity Strategy for Offshore Oil and Gas - HS Today - HSToday https://t.co/tgMGK08YIV
312,GAO: Urgent Need for a Cybersecurity Strategy for Offshore Oil and Gas - HS Today - HSToday https://t.co/A4DMMH0jKg
313,#Milano #Engineering #OilGas PROJECT MANAGER – COMPONENTISTICA ‘OIL &amp; GAS’ https://t.co/DxGzfcIOzD
314,@Gillian483 @CAR26_ORG @LoisPerry26 natural gas tore down our history when it replaced whale oil
315,@mikepompeo Be honest.  How much federal grants and support goes to oil and gas every year?   It’s enormous.
316,"@curious_founder Whenever I scroll through tweets like these, I'm fully prepared to encounter and engage the stray climate change denier or misinformed oil and gas proponent who still clings to decade-old misinformation, but the comments here... WOW!"
317,"Federal Reserve officials at their last meeting saw “very few signs that inflation pressures were abating” before raising their benchmark interest rate by a substantial three-quarters of a point for a fourth straight time.
https://t.co/DQZDdISyD6"
318,"@LBC @IanpayneLBC I am English but I’m very unhappy about this.  We are treating Scotland completely unfairly. We don’t want to let them go because we loose all the recipients from their oil and gas supplies.
It’s nothing about love it’s all about greed…. Disgusting!"
319,"#Stocks trend higher near close, crude #Oil ...

https://t.co/HnIzIPvJbA

#Bonds #Business #Currencies #Equities #FX #Gas #Investing #Investment #Market #Markets #Mining #Money #News #NYSE #OilPrices #PersonalFinance #Politics #Savings #StockMarket #YahooFinance https://t.co/2K7wzOoBOs"
320,"Through @POTUS’ Bipartisan Infrastructure Law, we’re making historic investments to clean up orphaned oil and gas wells on Tribal lands and address long-standing environmental injustices left behind by extractive industries. https://t.co/fYX87ps09M"
321,"Federal Reserve officials at their last meeting saw “very few signs that inflation pressures were abating” before raising their benchmark interest rate by a substantial three-quarters of a point for a fourth straight time.
Read more: https://t.co/V8whTctBQK"
322,"Entry Level Jobs at Rainoil Oil and Gas Company

Required Qualifications: HND | Bachelors' Degree

Location: Lagos | Nigeria

Deadline: Not Specified

APPLY⤵️
https://t.co/YWk2I52WwE"
323,"@mrddmia @DonaldJTrumpJr @realDonaldTrump Let's get the oil and gas pumping  ignore the old geezer Biden he deserves a suspension. Dirlection of duty and 3 back to back cognitively examination along with  15 lie detector  testings then Blood work 
My thoughts"
324,"@francescoteofi @Reuters Keep barking like a dog 🐶🐕
If you want to boycott Qatar, then boycott their gas and oil if you have balls
But you're too coward to do that https://t.co/LXubwdjKie"
325,"@MatthewStadlen We could close all our farms and dump our emissions on Russia and China, as we did with gas oil coal, after stopping North Sea exploration, closing coal mines, then import meat from them increasing carbon footprint, fake globalist elite green agenda 🙄"
326,"Amm Yauwa Naceba..,Shin kunada oil  and gas, A jaharku?"
327,"@USCincinnatus Nuclear is the big thing for me. Anyone who isn't pro that and claims to be for the environment isn't a serious person.

It's always been a conspiracy theory of mine that such people are paid off by oil and gas (or at least the big ones saying that)"
328,"@DoombergT Didn’t know Germany had its own oil or gas.  Coal, yeah, but not nearly enough.  Stupid is as stupid does.  How did Europe get such idiotic leadership, not that ours is any less stupid…."
329,"@xiaowang1984 @TransitionShow I’m fairly certain Vermont just doesn’t want electricity. No Yankee, hydro, wind, gas, oil, transmission"
330,"Oil and gas drilling sector expects activity to pick up in 2023 - https://t.co/LFTAJqFbbx The organization representing Canada's oil and gas drilling sector says it expects more activity in 2023, even as it continues to push the federal government for a new tax credit it says ..."
331,@HouseGOP WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
332,"@MarshaBlackburn Quit running lies. 

You voted against the oil and gas price gouging bill. Things cost more to transport. Prices go up. 

You voted for inflation. https://t.co/3fukiSHG6G"
333,Bupati Alfedri Hadir di Acara 3RD International Convention on Indonesian Upstream Oil and Gas 2022. – Amanat Riau https://t.co/QQ0UC2ycMB
334,of oil and natural gas.Around 70% of Russia's developed oil fields are in the Khanty-Mansiysk region.[76] Russia contains about 40% of the world's known resources of nickel at the Norilsk deposit in Siberia. Norilsk Nickel is the world's biggest nickel and palladium producer.
335,A Conservative history lesson on how they screwed up Canada. I think who ever made it easy to renounce citizenship of an oil and gas craphole
336,@Football__Tweet Hope qatar don't give you oil and gas.
337,@tedcruz @HerschelWalker WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
338,"Truth an nothing but the truth,we'll hae tae take it. These bastards won't let us go,we supply them money. Not counting the gas,electricity,oil an profit fae ur industry. Then there's water in the future. No ground was ever gained by sitting on ur arse,unless ur westminster🤔🧐"
339,@GOPLeader When are YOU going to get our border CLOSED? When are you going to turn our oil &amp; gas industries back ON? When are you going to STOP China from taking OVER America? We want ALL of the GUILTY in JAIL that INTERFERED with the 2020 &amp; 2024 elections and THOSE that spied on Trump!
340,I need an oil change an gas 😂😂
341,@VictorianLabor @DazzaWhitmey Supporting the oil and gas industry to build more isn’t a positive.
342,"@LBC @IainDale @LanceForman I can tell you, as an American, we crack, have coal, natural gas, oil, solar, wind, and nuclear and we are still not fully energy independent. We just aren't.

Just wanted to drop that in there."
343,"We want to buy

Lauric Acid 
99%

#Cas 143-07-7

#cfr #Karachi #Pakistan 

#lauric #lauricacid #olechem #oleochemicals #oleic #acid #acids #glycerin #glycerol #palmoil #fahim #venus #venuscorporation #chemicals #monomers #acrylates #peroxide #keton #ethoxylate #oil #gas #lng #lpg"
344,"By continuing to approve new oil and gas projects, Canada is “either gambling on a failure to achieve the Paris goals or they’re hoping that some other oil-and-gas-producing nation will blink first."" 
Either way, Canadians are being lied to on #climate.
https://t.co/HJn22922m6"
345,@PressSec How about his other accomplishments destroying America and it’s economy aliens crossing borders highest gas prices in 40 yrs depleting oil reserve funneling our tax dollars to ukraine when that money could be spent here on homeless securing schools FAILURE AT ITS FINEST
346,@GOP @TeamHerschel WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
347,@Vayod3 @UKLabour Can’t imagine civil servants running an oil and gas company tbh. Especially as they are at home most of the time now.
348,@SenTedCruz WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
349,@RandPaul WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
350,@RepGosar WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
351,@RepMTG WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
352,@NadineGNess The federal made it what it is. Alberta developed its oil and gas with the investment of Canadian money; federal subsidies. Subsidies and policies that favoured it over Ontario's manufacturing and caused a great loss of that manufacturing base.
353,@mattgaetz WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
354,"@cdbammer @johnrich Pravda report. 1st one:
Joe caused record high gas prices by hindering local oil production.
Then brags about it when the price goes down in some places by $1.35 from a still very high price."
355,CISA's updated Infrastructure Resilience Planning Framework. US DoD releases zero-trust strategy. GAO calls for offshore oil and gas cybersecurity strategy. - The CyberWire https://t.co/DQzhYQZdCX
356,"Biden Administration Offers an Offshore Drilling Plan. Likely Backers: Very Few.

The five-year plan for America’s coastal waters, required by law, risks angering both the fossil fuel industry and environmentalists.

https://t.co/TaFT181tPi https://t.co/M2Vy6eBPnL"
357,"@RachelNotley We don’t want the world economic forum puppet party the ndp,we already know your playbook,triple carbon tax on fuel food and utilities,higher gst on fuel,30% reduction of nitrogen use for farmers,cap on oil and gas output, we don’t want the ndp WEF plan"
358,@ewarren You got it backwards there is no working with a democrat socialist you people have shut down coal and oil and gas the only thing you haven’t shut down is the border we have millions of people pouring across the border and you democrats do nothing
359,"Due to recovering oil and gas prices, Alberta is on track to have a $13 billion surplus this year. An update on the budget will be released on Thursday."
360,Russia allows Japan to keep stake in Sakhalin-1 oil and gas project | The Japan Times https://t.co/c9QpVXSdAl
361,@thesiriusreport While importing oil and gas…..nice
362,"@MarkMassaro15 @dannolane @robreiner (We) aren’t growing, it’s the pockets of oil tycoons and CEOs that are growing. Who or what’s to say we can’t have gas prices from just 20 years ago and not from 70 years ago…… big difference ."
363,"Job Board... HSE Manager - Stevenage, Hertfordshire - £62,000: HSE Manager- Life Sciences Our client is a leading engineering and maintenance provider, supporting customers across the chemical &amp; petrochemical, nuclear, oil &amp; gas,… https://t.co/ATj2mPaxmX #nuclearjobs https://t.co/VjfZdTMGjA"
364,"@UKLabour @AngelaRayner But , don’t the government have to buy the oil and gas for our consumption, or am I missing a trick here. Don’t they get the money back on fuel duty, the tax on the energy companies providers profits (BT) and vat on fuel bills. And haven’t they already charged two windfall taxes?"
365,@bjames280961 @AlexEpstein @mattwridley You have to actually think. Think of Alex’s arguments and then think about the industry and who owns all sectors. Alex has only read books and has zero experience in the industry and has no clue how it actually works. Understand “why” oil&amp;gas started and owns all sectors first.
366,"Oh dear. UK doesn't want to let Scots vote about their forced and dictatorial union. Scared they will definitely their oil and gas piggy bank to keep a trashed UK economy alive.

https://t.co/brm58rxFsn"
367,"@SenRickScott Inflation? Money managers believe it is:
1) Demand exceeding supply-35%
2) Geopolitical disruption-41%
3) COVID impact/disruptions-24%

Gas prices are determined by WW oil prices &amp; taxes. Norway pumps 3X what it consumes &amp; gas is $10/gal

Rick Scott spreads MAGA Republican lies"
368,"@darrengrimes_ Wait until you find out what burning oil, gas and coal does.

Honestly Darren, your desperation to attack renewable energy makes you look a little foolish.

Perhaps you should research the topic?"
369,"@LorenzoRamirez_ @esCesarVidal Reino Unido también se está saltándose su propio embargo al gas ruso. Está comprando grandes cantidades y luego los traslada a pequeños barcos para disimular su origen.

https://t.co/E2JqtzWcXm"
370,but permitting reform would be a hand out to the oil and gas companies or something https://t.co/xJPvbNlxIO
371,@MarshaBlackburn @POTUS WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
372,@JenMolina46 Biden also declared war on US oil companies canceling multi drilling leases and blames the Putin for gas prices
373,@laurenboebert WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
374,Bupati Alfedri Hadir di Acara 3RD International Convention on Indonesian Upstream Oil and Gas 2022. https://t.co/Inpekl3R8U
375,@RepMattGaetz WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
376,"@chigrl A windfall tax for the oil&amp;gas sector is too last minute.
Russia has an interesting dynamic tax scheme that depends on production/extraction/refining costs/margins/prices and good incentives in case of investments so companies are forced to reinvest a large part of it."
377,@RaisingTheBAR47 As people (me) print money (increase in gold and silver prices) to buy natural gas it takes pricing pressure off of oil due to substitution leading to industrial stimulus via lower gas prices (increase in copper demand and price). https://t.co/NnUN5FLhpF
378,"@AmoneyResists INFLATION.!! THE WAR IN UKRAINE.AFFECTS OIL, GAS AN, WHEAT, GLOBAL WARMING, CHINA'S COVID LOCK DOWNS, RAINS AN FLOODS. MILLIONS OF CHICKENS, TURKEYS DIED OF THE BIRD FLU.!!   
INEQUALITY. LOW WAGES, GREEDY CORP.!!"
379,@PressSec Silver lining 🤬https://t.co/x7FXWx3vKN
380,"@AdilKha64418799 @ShaikhAamirr @fawadchaudhry @rjhasan0321 Besides Russian using their attacking drones. Iran military budget:15.3B$ &amp; Pakistan 10-12B$.
They have oil and natural gas resources. https://t.co/Nf3U4DtUWE"
381,@jonnyharvey11 @dianebutler95 So basically a Unit is about an hour of Gas usage. So for argument sake you use more than that in a day? Yea? Surely oil would be a better option? No?
382,"@NoYardstick Well, considering how many western companies keep doing business in Russia and the increase in revenues from oil and gas sold to Europe, this seems to be barely a problem."
383,Global energy disruptions may have made it hard to determine outlooks for crude oil and natural gas futures. @Bob_Iaccino discussed factors that impact the price of these energy futures on #SeeTheFutures this week. Watch here: https://t.co/3S2ZR5CNLg https://t.co/BYNNpxskq5
384,"@ClareAdams @avrain27 @apmassaro3 The russian FEDERATION will be paying reparations to HIS NEW TERRITORITY for SOME YEARS.

NO PROBLEM WITH THE WINNING OF FAIR GAS- AND OIL DEALS.

DON'T WORRY. 🙂"
385,"@BankesNigel @ABDanielleSmith @CalgaryFoodBank @albertaNDP Ironic, the retired law prof takes oil and gas revenue money and gives to the NDP, who destroyed the oil and gas industry.
Now that energy is paying dividends to the province, the UCP is using that money to pay down the NDP $80 Billion debt and share some with Albertans."
386,"@CodeRedEarth @PGDynes And coal/gas/oil usage was the cause back then too, right?"
387,"@STVNews Never seen a Scottish oil and gas company, snatzis oot"
388,@laurenboebert WE DON’T CARE ABOUT THIS! WHAT IS WRONG WITH YOU? WE THE PEOPLE ELECTED R PRESIDENT 2 DO EVERYTHING HE’S DOING! SO LEAVE IT! FOLLOW THRU ON YR PROMISES 2 REDUCE INFLATION &amp; BRING DOWN PRICES OF FOOD OIL GAS! THATS WHT GOP RAN ON! THATS WHAT WE VOTED 4. GET TO WORK PUBLIC SERVANT!
389,"@torysleazeUK Rubbish.
5% of gas is from Russia.
The price hike is created by the way the UK's arrangement with the oil companies.
Which basically to rip off Scotland.
The toryZ know this and use it to control us."
390,"@guyverhofstadt But continues to buy its oil &amp; gas.
Couldn’t make it up."
391,"A pair of oil and gas workers started Crispy Rolls Station with the intent of delivering something new. Their answer was a Texas take on a Middle Eastern favorite.
https://t.co/NWjcovXMWH"
392,"BS. Stop the war on producing American oil and gas, increase the supply and prices will come down. Democrats oppose this. The dishonest media covers for them. https://t.co/LLHjuiDUFq"
393,@karleeh26 @ctvedmonton Lol explain please . Alberta is built off of natural gas and oil . And it should be free . I could literally drill a well on my property and find natural gas . So why should we send our revenue too ottawa that blocks all pipelines and anything prosperious
394,"@visegrad24 @vonderleyen @CharlesMichel @P_Fiala @Bundeskanzler @EmmanuelMacron @RishiSunak 

Europe must be freed from the yoke of the Kremlin’s tyrant! LOOK FOR ALTERNATIVE SOURCES OF OIL, GAS AND SUSTAINABLE ENERGY!

#SlavaUkraini #StopPutinNOW #CrimeaIsUkraine

@AP @BBCWorld @dwnews"
395,"@POTUS Sky high rent for shit hole apartments and sky high gas ,oil , food . I wouldn’t be proud of that Bum."
396,"@john4brexit Complex modern products and services need a big market, a wide pool of talents and frictionless trade. Isolation of this island from its neighbours is harmful to businesses and young people. The Irish are a lot richer than us, despite having little oil or gas."
397,Students learned Excel spreadsheets in #MCAaccelerated by setting up a stock market simulation and entering formulas to calculate their earnings. The 2nd quarter was not good for oil/natural gas...At least we got drinks from the Coffee House! #MCAgrade7 https://t.co/8VfWUvZXyW
398,"@CESARAMEJIA @andresantiagoaa @petrogustavo Si señor,un familiar cercano ya se radicó en México donde ya venía buscando opciones de trabajo y le salió,pues ya estaba certero de la situación.
Trabaja en el sector de Oil&amp;Gas"
399,"We are Thankful for the IPCC and the Green Energy Proponents
#Energy #Crisis #oil #gas #minerals #money #moneytok #royalty #income #cash #inflation #recession #world #Food #ClimateCrisis #climate #water #oilfield #green #energy 
https://t.co/nxxdnUy4hM"
400,"@POTUS It doesn’t matter people still can’t afford to buy food, gas, oil and everyday necessities because of your stupid leader ship!!"
401,"@Richard99152776 @MatthewJshow @POTUS Let’s grab a super easy one for you, that’s clear as day to anyone with a head on their shoulders…Energy.   Biden’s war against oil &amp; gas on day 1, has lead us here.  It’s not Putin or Trump, or blah…it’s the climate cult pulling Joe’s strings or maybe he is just that dumb."
402,"""We are pleased with current discovery of over 1 billion barrels of oil reserves and 500billion cubic feet of Gas within the Kolmani Area and the huge potentials for more deposits as we intensify exploration efforts""  - President Buhari. https://t.co/uiXXGMMXeV"
403,"@GOP REAL CAUSE OF INFLATION-HIGH GAS COSTS CREATED by @Gop @realDonaldTrump PRICE FIXING w/BIG OIL @US_OGA &amp; Saudis in 2021.CUT PROD, RAISE PRICES, GOUGE the Public making @Chevron @Shell @bp_America @MarathonOil and the other billionaires more$$ &amp; HUGE donations for GOP  @duty2warn https://t.co/mCSolNsVyJ"
404,"@AlexEpstein The people who call for the end of oil don’t realize they live in an artificial environment created by cheap energy. An end to oil, gas and cheap energy would return us to nature and kill off much of mankind."
405,"@ArmorClassHero @UbakaOgbogu Alberta's government ""earns"" money from oil and gas royalties.
Take an econ course."
406,"@JURGENSREDS96 Iraq, Libya, Afghanistan, all have gas &amp; oil all have been invaded, you are one dumb motherfucker 🤣🤣"
407,A perfect strike for the American oil and gas industry.
408,@Ish_K4y You think if the west decided to take the oil and gas you'd be able to do fuck all to stop it? Your backwards culture exists because people can't be bothered to bomb your craphole and take it themselves
409,"@ShelbyGraceOSh2 @Captaincoby00 No, not true. 
This money is from oil and gas royalties. Unlike NDP borrowed money, this money is unencumbered and really does belong to Albertans.
If you feel it is tainted, just give yours to the food bank."
410,@EssexPR Stop selling oil and gas to Europe and then buying it back at higher price fool
411,@Football__Tweet Don't worry they don't have no oil r gas to run the machine at the world cup they'll be home soon when Spain finishes them off.
412,"@Fortuitous305 @moyeti_freebird @POTUS He got us home, it’s ended. He might be responsible for another war but hate him or not, if Biden did two things right, canceling pipeline and ending Afghanistan war are the two. (I’m in oil &amp; gas very pro-American, pipeline was NOT American oil, we have plenty here)"
413,@kimguilfoyle .89¢ #Turkey  Per pound at #thanksgiving under @realDonaldTrump. $2.20ish per pound #thanksgiving22 under @JoeBiden. Guess thats what happens when you cut domestic #oil production and stop the KeystoneXL Pipeline causing a #gas #diesel shortage. #Thanks
414,"I follow Darren because the huge number of people who point out the sheer idiocy of his tweets gives me hope for the future.

This tweet also provides a handy set of pics of burning oil tankers, power stations, gas rigs Buncefield etc etc. https://t.co/1aaj5OHlXZ"
415,"@vonderleyen

@MinPres

Biden demanding that oil companies sell cheaper gasoline in the US and yet sell the gas to Europe at gold prices. Stop humiliating yourself and demand that he sell you his cheapest products.

day 21  of sending these tweets to these accounts."
416,"@catturd2 Biden's War against the poor in America has been relentless. Biden's crusade against gas and oil and his reckless spending has brought inflation to crushing levels to many.
Sadly, this people are just collateral damage to Biden... just numbers he can ignore..."
417,@Dennis_Porter_ @KenzieSigalos Oil &amp; Gas industry be like: https://t.co/0E26qOKsEG
418,"But for sure we know that Qatar didn't invade other countries to steal oil and gas nor it stole gold diamond and many mineral resources from Africa as western countries are doing to host the world cup and all other sport events.
From Palestine to Qatar
💪💕⚘"
419,@EcoFlowTech Get rid of the Biden regime and turn on the gas and oil would be better !
420,@ESPNFC Dwl no oil or gas to run the machine guess the rainbow will oil them up
421,"@lummer66 @NadineGNess You LWNJs CRACK me up.  You advocate to be like Scandanavian countries, while advocating to prevent the oil and gas development that allowed them to become so prosperous.  Norway's sovereign wealth fund is over $1.2 TRILLION dollars."
422,"@P_Ski18 @SoilEcon @artus_ac @Jacob_Feuer I don't use any fossil gas directly. None. No petrol, no diesel, no heating oil.

What are you doing to stop the pollution from fossil fuels."
423,"@lCEFlGHT @Javialus1 @World02302323 @noo000ou @bassmnasr I was wondering who’s killed, so I just googled killing rates among countries, as you can see, Qatar and GCC countries “which have a lot of oil and gas”are at the end of the list. https://t.co/uZCFdfebec"
424,@WeAreCanProud As always a scurrilous lie. Trudeau does not set prices. The oil companies do and based on world prices. How else would Canada's gas prices be one of the world's lowest?
425,"a facility that currently comprises: 300 million Litres of Refined Petroleum Products storage comprising storage for Petrol or Premium Motor Spirit (PMS) as well as Diesel or Automotive Gas Oil (AGO); Conventional Buoy Mooring (CBM) Facility with 2Nos. 16inch 8km

21/"
426,"as he again exemplified outstanding leadership, vision and capacity through birthing multinational corporations such as GILPEL Industries Limited, Peter Mbah Investment Limited, Focus International Schools and of course the celebrated Pinnacle Oil and Gas Limited;

20/"
427,"@JURGENSREDS96 the other way around the west can't live without oil or gas, you really need to stop talking out of your ass iraq invaded to steal oil, libiya invaded to steal gold &amp; oil, White man used to trade in Slaves,ME resident's literally get free money, your confusing migrant workers"
428,"@nevnivague @liisseeeen @lokiscottishrap Scotland doesn't collect anything except stamp duty &amp; landfill tax. Everything else I think is collected by UK gov.
But do you mean ESS doesn't count oil &amp; gas in Scotland's revenue? I thought it counts everything that goes out of Scotland to the world, including rest of the UK"
429,https://t.co/7SE3VGRT4A
430,@WhiteHouse 158.6 million employed as of the end of 2019. 127.2 million employed as of the end of 2021. I'm assuming the jobs you're claiming to have created are the green jobs you promised for the oil and gas employees whose jobs you eliminated.
