,2022-11-30
1135,"/An Act for the Conservation of the Oil and Gas Resources of the Province of Alberta/
2nd session of 8th Alberta Legislature
(assented 22 November 1938)
https://t.co/NwY6DoKM10
s.44 + s.46, pp. 13-14

#ableg #abpoli #oilandgas #WhoWouldDoThistoThemsleves?
#PolluterPayFederation https://t.co/1a4Tg2v7dC"
1136,"@EliramYakar @ImChrisWedding @FuzzyMunky_ @Metape6 @Stocker530 @DTrades_ @HTDKtweets @perspective508 @TraderRight @TradingSecrets7 @johnbrda @palikaras I don't think so, it will be privately help corp.

$MMAT as a company also has substantial OilCo holdings and will also profit from dividends (from oil/gas) or (more likely) sale of the new company to big oil, like Chevron, Conoco or Exxon.

This deal had a lot of moving parts."
1137,@jordanbpeterson I think he may have been right: https://t.co/ds7sgat5oR
1138,"@ZekeJMiller Reminder that raising interest rates does not lower the price of oil/gas, groceries, or medical costs. 

Fed Chair Powell is raising interest rates under the guise of tackling inflation only to slow the economy by driving millions of Americans into unemployment lines."
1139,"@Industrious112 @JohnJMiller100 @SPhillipsAB Well, 20 years in Alberta oil and gas so far. The major challenge for the future is regulatory uncertainty. We can work around most technical challenges. The flip flopping and selfserving political bun fights changing the rules every 5 years are the unproductive barrier."
1140,@r4nd0mH4nd13 @BigTex1022 @WhiteHouse https://t.co/MPfvst8zds
1141,"@babydoll747 Come January republican efforts should be put towards productive legislation like freeing up US gas &amp; oil production, refinery investment, stopping illegal immigration, mail-in ballots/harvesting, etc…"
1142,@ou812_Kess Ottawa should respect Albertas sovereignty by cutting off ALL federal subsidies for the oil and gas industry. You know so Albertans can “get used” to paying billionaire companies to destroy the environment and never clean up the mess they leave behind.
1143,"@michaelcburgess Under the Biden Administration, U.S. Natural Gas Production Set A New Record In 2021, and will exceed that record in 2022, and is set to exceed 2022 record in 2023.

Republican politicians work for the oil industry, not American consumers.

https://t.co/AMjqmDtBvc ."
1144,Oil Prices Rise After Biden Announces Emergency Action #biden #gas #infation #oil https://t.co/ZgCbzvqe4R
1145,"@JeffreyAWillia4 @thelittleidiot @djfm_dot_com @elonmusk @CNN @Twitter He sold out the Dems and Liberals his True Tesla Customer Base,  GOP ""Gas Oil Party do not support EV's to the contrary they've always tried to harm EV Tech and Financial Support..."
1146,@POTUS Gas prices shot up because of your stupid sanctions on Russian oil....AND....your agenda to destroy oil companies.
1147,Tell @POTUS to protect our planet and communities: Stop crude oil and fracked gas exports immediately. https://t.co/olH6O94yIG
1148,"BREAKING: Thanks to Democratic prosecution, the Cabot Oil &amp; Gas fracking company pleads no contest to poisoning the drinking water of a Pennsylvania town — they will pay $16.3 million to build new public water infrastructure. RT IF YOU THINK THAT THIS IS GREAT NEWS!"
1149,@JacksonR08 @SenatorRisch Many permits aren’t for oil and gas. Others take years to develop. Biden cancelled anything new on day one. Facts don’t matter to you I get it.
1150,"It's not just their creation–plastic bags are made from crude oil, the manufacturing process can include trips through multiple countries, and their production and transportation create greenhouse gas emissions.

Read more 👉 https://t.co/8G4JuGllaR

#plasticwaste https://t.co/8hftXg7OdN"
1151,@LinhJahnke @ACTBrigitte Gas was cheap b/c no one was driving due to covid! Price of oil per barrel was $20 and Trump down played this deadly virus! What’s wrong with you people!
1152,"@GreenpeaceUK @SConwaySmith No it is true , your deluded , we need gas and oil boilers to heat homes"
1153,@r4nd0mH4nd13 @jawbone03 @WhiteHouse Wow you have no idea how the gas and oil market works. It’s based off of futures contracts. If there will be no oil in the future it will dictate a price increase. Good lord read more and post less you chuckle fuck.
1154,@TheNationNews Time for the real owners of those oil and gas to  over their resources since this government and NNPC has failed woefully in managing our oil and gas.
1155,"@michaelcburgess There are 784 Oil/Gas rigs pumping, an increase of over ~30% over 2021. 

Renewables now deliver ~25% of America's electricity.

Blame the Oil Industry for not investing in refinery capacity and for exporting refined US inventories, not the Democrats.

https://t.co/CrYHcM8fig
 ."
1156,"@RayJayHollinger @SheriffClarke @LeaderMcConnell @DonaldJTrumpJr @NEWSMAX I think I'll trust my husband who has worked for oil and gas for 3 decades,  over your opinions. He says you don't have a clue what you are talking about."
1157,@_baklon @Siegma_Meil @echetus Of course but remember oil &amp; gas facilities are occasionally attacked and taken over by terrorist or paramilitary groups in Africa. Them being nuclear plants is even a bigger risk. The danger of an incompetent country nationalizing energy is also a problem.
1158,"@GreenpeaceUK A windmill wont heat most homes , gas and oil@boiler do  that , are u really that thick ?"
1159,@GavinNewsom No one willingly goes to a kangaroo court. You might want to examine your state 's energy policies for your root cause. Gas prices in Ca are  double what they are anywhere else and it's not the oil companies fault.🙄
1160,@Makis_Kevrekidi Surely legal until eu made sure their oil&amp;gas stocks&amp;network safe and sound.
1161,"@michaelcburgess Wind and solar provided 67% of new US electrical generating capacity in the first half of 2022. 

That reduced the price that American consumers would have had to pay for oil, natural gas, and electricity.

https://t.co/pUYJg1Rs2M
."
1162,@JeremyYost8 @seanhannity Oil companies are seeing soaring profits. The price per barrel was higher in 2008 and we never saw gas prices this high. It's price gouging...
1163,it’d be so easy to get the just stop oil protestors to fuck off. make it legal to hit the gas when they’re blocking the road
1164,"⛽ 💸 What Now for Newsom’s Oil Profits Tax? 

#GVWire #News #Politics  #NEWSOM #taxes #California #CA  #dems #GOP #republican #democrat #gas #gasprices #fuel #fuelprices #oil #inflation #recession #newsom #biden #thefed 

 https://t.co/qCAOnHas9q"
1165,@POTUS Oil and Gas! I thought you were all gun ho about green energy.....
1166,"@RealJamesWoods The world doesnt run on unicorn farts and pixie dust! IT RUNS on OIL, COAL, and Natural Gas!"
1167,@r4nd0mH4nd13 @WhiteHouse False. It was going to result in additional output into supply going forward. It’s funny though having worked in the gas and oil industry to watch people who have no idea what they are talking about attempt to pretend to be the arbiter of truth on the topic.
1168,@StumpyH7896 @TiceRichard The price of oil is substantially lower than its recent peak. (You'll have to look up the exact figures yourself). Demand for gas and oil will not suddenly plummet.
1169,This is the biggest problem we should be fixing because it will change the climate in many ways but not the weather. CO2 is good plastic in the water is the threat not Oil/Gas. https://t.co/SndLDDUQoe
1170,"@mrcarton5478 @Taco9537 @_fat_ugly_rat_ You want to juice Harris? Dems need to stop openly antagonizing domestic oil and gas, acting like they are equivalent to the gun companies. They aren’t even in the same universe"
1171,@POTUS You are lying! We don't want oil from Venezuela! It's dirty! We want are own oil. Gas Prices are still high. Food prices are very high. People have to decide if they will be able to buy food or have heat! You are in LA LA LAND!
1172,"@misstozak Biden govt is escalating the war... It's the war for ruling the Black Sea not the territory.. You can understand the condition of US, when they open the oil reserves to lower gas price. But how long they will do it.?"
1173,@SenJohnKennedy Are you suggesting that the Government take over Oil and Gas production? Sounds socialist but OK.🤷🏽‍♂️. It would certainly allow us to get control over gas prices.
1174,"@nabilsdk09 @AdamSmi89278851 @parmyabparmyab @AfricaViewFacts we aren't* 
morocco maintained the same dynasty even after becoming a kingdom 
algeria has gas and oil, why isn't rivaling saudi arabia and qatar, rather its closer in gdp to morocco a country that imports most of its energy needs."
1175,"@JustStop_Oil where is oil and gas causing suffering? your pathetic, without oil they couldnt dig themselves out of a hole."
1176,"@TheRealCBreeden @WhiteHouse @POTUS Mr. Pedo, it's not Biden causing the oil price issue. That started with #TraitorTrump...that's why I said it wasn't Putin's war that the main issue. 

https://t.co/LJTOuksUAO"
1177,"Economic reconciliation is critical for First Nations as they look for pathways out of poverty. And with more and more partnerships with oil and gas projects, that pathway continues to widen. Learn more here: https://t.co/CP3YjVzfit https://t.co/ErMlPWcXR3"
1178,"Ron Struthers sees big profits being made by tankers &amp; oil &amp; gas/energy transmission companies.

The Economy May Not Look Good but Oil and Energy Transport Stocks Do: https://t.co/VdulQOc20h

$ET $DHT #energy #oil #gas #natgas #economy #investing @MatthewFoxworth"
1179,"@michaelcburgess The oil and gas industry already has enough US land and drilling permits to produce low-priced gasoline. But greed is keeping them from doing it.

5 Reasons Why the United States Won't Drill Its Way to Energy Independence.

https://t.co/Tjkwt2GCZl
 ."
1180,"@_fat_ugly_rat_ @ZacharyStarbuc1 Incumbency a big part, as was open hostility to domestic oil and gas (massive industry in and around Houston)"
1181,"VERY IMPORTANT MESSAGE #124: 🤔

Hey, again, stupid @JustinTrudeau! 🤬

Take your head out of your Fake Climate Change ass 🤣 and sell Canada, to Europe, as the ethical alternative to Russia's unethical oil plus gas! 👍

#uspoli #canpoli https://t.co/I9oiIPIiGp"
1182,"@michaelcburgess Oil companies increase their market valuation by having lots of BLM leases &amp; drilling permits with proven reserves, letting them sit, not developing them.

Democrats tried to change the law to encourage leaseholders to pump more oil &amp; gas. GOP blocked it.

https://t.co/BMZzl0WPRJ"
1183,"@GavinNewsom Ur f@cking taxes - is why. Why is gas so much more expensive with you, Gavin? than anywhere else? Because of the taxes you load up on it while you lie and target oil companies as you pander to green energy… which result in YOUR blackouts! 🖕"
1184,@RepDavidKustoff @HouseGOP https://t.co/9XeXnd4Eqk
1185,Are non-durable automatic power of attorney frauds a court real estate/oil and gas conveyance canon? https://t.co/DDTqkW2KpD
1186,"@albertaNDP Explain to me again, we pay for our own health care and orphaned wells. Oil &amp; Gas Baby, oil &amp; gas."
1187,The Government of Canada is proposing to amend the existing federal regulations for methane emissions from the oil and gas sector in order to achieve at least a 75% reduction in oil and gas methane by 2030 relative to 2012.
1188,"Attention Members!
Have your say on the proposed regulatory framework for reducing oil and gas methane emissions to achieve 2030 target. https://t.co/KPaVuubofr"
1189,@AMYuhLineNiou @KendallRoman192 @defundNYCouncil @JCAndersonNYC @bradlander @ShahanaFromBK @tiffany_caban @NYPD When National Grid was Brooklyn Union Gas HPD's Emergency Serv Bur met w/BUG because of all the heat complaints to discuss a free Boiler Program for home &amp; bldg owners to convert from oil to gas. They would now have customers for life. They agreed. Its time to discuss with NatG
1190,"@TXOGA @EnergyInDepth Confucius say, never ever *ever* believe anything written or said by the oil and gas industry. They are born liars, and spend their careers lying, deceiving, dividing, polarizing, politicizing, and of course, polluting,  And hey, these are Texas oil people, even worse. Avoid."
1191,"@Natasha_Walter @JustStop_Oil @XRebellionUK Thank god she was jailed 
Oil and gas will be part of our future for decades and decades to come and there's nothing wrong with that.
Without oil and gas they'll be no wind turbines or solar panels"
1192,@POTUS Gas Prices 2 years ago were $1.80 a gallon until you started your little power struggle with the American oil companies. Climate says it's ok to drill in Venezuela but not the USA! 🤔
1193,@calgarysun US made a deal to buy oil from Venezuela instead of canada. China is buying gas from Qatar. Canada has decimated itself in vilifying it’s ethical energy
1194,"“You’re talking about really dirty fracking, or less dirty fracking,” said Kate Christensen, an activist with 350 Colorado. “Regulations, if they’re not enforced, don’t make a cleaner molecule.” https://t.co/OSfrXnPNRE"
1195,Kirit Parikh panel suggests floor and ceiling price for gas from India fields | #ETEnergy https://t.co/d0H4akPA4X
1196,@DVandermaiden @GovPritzker Gas in the south suburbs of Chicago was over $4 while the rest of the nation was under $4 before the 2022 election. Meanwhile https://t.co/ELPVuu7kXF
1197,"@DixieScott @NoochieDa @HouseGOP We had better pump all the oil, gas, dig up all the coal: it is combustible, and explosive!"
1198,"@JWexponential @Clocked0 @ButtNfexShn @melinagoranson Nah mate, they allegedly sell horny gas weed. America has everything these days. A Walmart is like the size of a small shopping centre. We're in a puddle, they're in a lake of commercialism. From what I've seen the only thing more important was oil."
1199,@SpiroAgnewGhost Will the following be allows by EU. Trump told them in their face that they should not be deal and depend on Russia oil. Trump was right! Is this allowed in your EU stick rules? This must be hate speech according to the EU. How about using non-renewable American gas?
1200,"@RayJayHollinger @SheriffClarke @LeaderMcConnell @DonaldJTrumpJr @NEWSMAX My husband is an Engineer that has worked in Oil and gas for over 30 years, he says everything you are saying is wrong. He says you are oversimplifying things and you need to research oil and gas journals and industry. Biden/Democrats are playing you for a fool."
1201,"@POTUS So when these new oil and gas regulations go into effect and the price jumps back up,  are you going to take responsibility or are you going to blame Putin. Remember this people when the price goes back up....."
1202,Oil and Gas names still showing weakness on this move. $XLE $OXY $DVN
1203,"@RepMullin Oil And Gas Executives Say It's Not Joe Biden Holding Back Domestic Production

""Biden’s critics have ignored the fact that Wall Street investors are pressuring U.S. drillers to limit production amid record prices.""https://t.co/yX3kNmWQUx"
1204,"Ron Struthers sees big profits being made by tankers &amp; oil &amp; gas/energy transmission companies.

The Economy May Not Look Good but Oil and Energy Transport Stocks Do: https://t.co/vKM5cVevpS

$ET $DHT #energy #oil #gas #natgas #economy #investing @MatthewFoxworth"
1205,"Big Oil Refuses to Attend California Hearing on Gas Price Spikes. &lt; 1/3 of price diff btw CA &amp; ave US gas comes fm taxes/fees. Californians pay “mystery gasoline surcharge.” Large refiners posted profits of $67.6 Billion in the first nine months of 2022
https://t.co/Ulu2tw4apj"
1206,California: Oil industry refuses to answer questions on gas price hikes amidst record profitshttps://www.poandpo.com/news_business/california-oil-industry-refuses-to-answer-questions-on-gas-price-hikes-amidst-record-profits #Business https://t.co/eQQT8822Zi #news 596
1207,"#Brighton Pavilion MP Caroline Lucas @CarolineLucas has criticised the government over tax breaks for oil and gas businesses as the cost of living - partly fuelled by rising energy bills - continues to bite ... 
https://t.co/8rNt8df45R"
1208,"Biden Defends Multi-Trillion Dollar Scam: ‘We Did So Much, Nobody Knows the Effects Yet’ - https://t.co/HRogS4ebPb don't forget his new scam of voters steal oil from emergency reserves to hold gas prices down for now"
1209,"Alberta is landlocked so this is a problem. My suggestion is to control what you can control and build refiners within Alberta to help lower production costs.

-Demian Hammock 
P.S Ethical Oil/Gas &amp; Lithium, Western Standards https://t.co/RLab8HmYBe"
1210,"@marwanbishara @NinaByzantina A comedian made into a president, who then compromised, not one, but 2 US presidents.

Hunter Biden Laptop is the only missing piece of a simple jigsaw puzzle of blackmail, Neo Nazism and multi polar geo politics for gas and oil."
1211,"We must #stopfundingfossils to tackle the #climatecrisis, but fossil fuel companies in the UK have over 30 new coal, oil and gas projects in the pipeline. Join us and tell the government to immediately stop all new #fossilfuel extraction projects https://t.co/ZofAfJjFMy"
1212,oil or gas https://t.co/FNNl5DSwfc
1213,@elonmusk @vincent13031925 And start working on producing more oil and gas
1214,@HouseGOP https://t.co/3Ne2m34EPH Families are paying the price of oil companies greed.
1215,The Group CEO Mal. Mele Kyari who has been strengthening accountability and excellent performance at the oil industry. This is a step forward in supporting the oil and gas economy. @MKKyari https://t.co/xUmgYJZhGR
1216,"@ProfBillMcGuire ""In 2021, governments directly subsidised oil and gas production to the tune of $64bn (£53bn), and spent a further $531bn (£443bn) on keeping fossil fuel prices low."""
1217,"Great video by @AXPC_US telling the incredible story of U.S. oil and gas! Thanks for your efforts in D.C. to communicate the industry's benefits and ""Unleash American Energy!""

#oil #gas #natgas #fossilfuels #petroleum #energy #energytwitter https://t.co/z45gS1ZSMz"
1218,"@RealJamesWoods @RealJamesWoods It's not like the fate of the world depends on the US Mr. Woods, there are several countries drilling for oil and one close is Mexico, and they are not falling for this Climate stuff, and natural gas here is cheaper in the meantime"
1219,"s. 44 &amp; s. 46
of 1938's
Oil &amp; Gas Resources Conservation Act
#22November1938 https://t.co/dukilw11ZB"
1220,"So filthy oil from Venezuela is OK? 🤮😡

REPORT: Biden admin set to impose another rule on US oil and gas while courting Venezuelan oil https://t.co/IDQ5C8gSWu via @realdennislynch"
1221,So with that being said we are all to blame one way or another on the dependency of oil and gas… now when you see larger populated areas like china 🇨🇳 like India 🇮🇳 who are waiting on green energy so they can lower their emissions as well…
1222,"@POTUS If gas prices are down, then why do we need to produce more oil? I'll check back for your response when I get back from buying a $3.59 can of tuna from the grocery"
1223,"Eni is in preliminary talks to buy private-equity-backed gas &amp; oil producer Neptune Energy for $5-$6 billion, a source said on Wednesday, adding that no official bid had been submitted. https://t.co/0NQvYYY5YM
#offshore #oilandgas #mergersandacquisitions #mergers #acquisitions https://t.co/UhdNAS8JKW"
1224,@SenWhitehouse @IAmJohnAles What I don’t get is how gas and oil executives think they will be any less dead than the rest of us when this planet becomes uninhabitable.
1225,"@MarianoGiustino @GeopoliticalCen @RadioRadicale Iran e Quatar = Oil &amp; Gas .... dietro la facciata moralista x la gente... gli Stati ed i Capitalisti pensano da sempre prima di tutto all'Utile...
Piaccia o no: Macchiavelli aveva ha ed avrà sempre ragione..."
1226,"@drsven1 Thank you for reaching out. Many factors figure into the price of a gallon of gas, including some unique ones specific to California. In addition to the price of crude oil, other factors include competitive conditions in the market, (1/4)"
1227,"Opportunities for Service Companies Across Angola’s Exploration &amp; Production Market Explored at Angola Oil and Gas 2022
https://t.co/dRQTXJljzc https://t.co/kG6Cd4vO9c"
1228,"@rashtrapatibhvn @PMOIndia @INCIndia @ArvindKejriwal @LtGovDelhi @HQ_IDS_India @adgpi @crpfindia In democracy free press People know cases of heinous crimes,bad law&amp;order,deadly pollution in Delhi&amp;NCR,violence,no job, poverty&amp;illiteracy,rise in food,gas,oil.Pol ldrs admit faults https://t.co/II8LB5yQT6"
1229,"@POTUS USA oil and gas cleanest in the world, begging dictators and tyrants for oil is Pathetic.  Open up USA oil and gas production and watch prices drop. Stop lying to the people and stop spending our money."
1230,"@Sbharris11 When Big Oil can develop technology, science, and error-proof humans for operations to capture methane gas so it doesn't reach our air and poison people, animals, soil and water,....then maybe we can trust the nuclear industry to restrict their radiation, intentional or mistakes."
1231,@RNCResearch We need oil and gas let stop exporting all the jobs and power to other countries.   They already own a good bit of America.
1232,"@robreiner When Trump was president we prosperous,economy was good,employment was highest in a long time,we were the leader in oil production, our enemies respected us, our boarders were secure. Under Biden we are on our hands &amp; knees to get gas for your car that is under $3.50 a gal+Hunter"
1233,@POTUS Gas prices are up still. WE WOULDN'T HAVE TO WORRY ABOUT OIL AND GAS IF YOU STUPID DEMOCRATS LEFT US SELF SUFFICIENT.
1234,"And that remained unpunished, and Merkel and Co went on to increase Germany and France's dependency on the Russian gas and oil, and everyone happily did collective photos with Putin. https://t.co/bKQdJ8LNnc"
1235,"@RepDonaldsPress It used to run on horses and then steam before gas and oil. Why are Republicans so pig headed about innovation and transition.... because they are paid to be, that's why. Just step aside while Democrats continue to push for true clean energy independence."
1236,"@GavinNewsom If gas prices are higher because companies are gouging customers, why didnt oil companies gouge customers under Trump?  Seriously, whats the difference between now and then?"
1237,"@WhiteHouse So, is the unclean air produced from other oil, gas, and coal driven countries going to somehow become cleaner once it crosses our airspace? Or do you plan on compromising that like you have our southern border?"
1238,"@Mollyploofkins @bobfran46461801 Lowest price $4.02 regular gas.
And I just filled my fuel oil tank for winter today.
Over $2500.
Merry fucking Christmas."
1239,"@whyvert China is supplying the Russian military now, Russia is working on an oil and gas pipeline for China. The US made the worst possible geopolitical move pushing those countries together. If China moves on Taiwan the U.S. MIC will not be able to make anything for 5 years."
1240,@WhiteHouse Americans  want made in USA oil n gas
1241,"the threat is wa bigger its infected the doj the health the big tech an then elites who fly private jets which emit 40x more then a reg plane an even at the tax payers $$$ but our OIL&amp;GAS&amp;$$&amp;SAFETY&amp;FREEDOM BEING TREASONOUSLY
TAKEN"
1242,"@Alyssa_Milano @elonmusk Have YOU created a business? Creating JOBS? Why don't YOU spend YOUR OWN MONEY &amp; stop telling others what to do with THEIRS. 
Stop pushing climate change if you want to FEED people.
Gas/Oil is needed to FARM WITH. Or no FOOD is grown!"
1243,@jayray1107 @SheriffClarke @LeaderMcConnell @DonaldJTrumpJr @NEWSMAX Gas tax goes to pay for roads so no. They aren't getting the most out of it. The tax is the least amount. There was also a tax holiday on it that only dropped it by .10. Its the cost of crude oil that drives it. Please research your comments before hitting reply
1244,@RepBice @All435Reps @HouseGOP https://t.co/9XeXnd4Eqk
1245,"@BlockChainOC @ShellenbergerMD You know what the phrase “pre pandemic levels” means, right? 

You also know there are over 9k fully approved but dormant oil and gas leases on federal land, right? 

You know that 96% of oil is pumped on private land, and not on federal land, right? 

Just take the L, loser."
1246,"@SenJohnKennedy More deliberate LIES from @SenJohnKennedy 

We don't make enough to meet our own needs &amp; have never controlled the global market price

But, by an act of Congress pay US oil &amp; gas to screw us over &amp; rake in record profits https://t.co/vbpkek2R82"
1247,"""It is a fact that America has the greatest economy in all of human history. ""We can't run it without fossil fuels. It is also a fact that America can produce every drop of oil and natural gas that we need and have extra left over to sell.
https://t.co/Kxh9oQSfQh"
1248,@disclosetv Who cares what the EU does?  They will be begging oil and gas all winter from the US.
1249,"Did anyone wonder why Union Jack Oil Plc #UJO issued another TVR RNS this week?

3 letters: EPS
It's all about Earnings Per Share and corporate value. Institutional Investors tend to use EPS for valuing a company and I believe our 2022 accounts look very healthy.

#Oil #Gas #EPS https://t.co/1AMW3sTti6"
1250,@DuffBx @Christyoung1971 @DWUhlfelderLaw @elonmusk Oil/gas will produce more when it’s beneficial to their shareholders and the investment will have a longterm return of profits. The last thing oil companies will do is get suckered back into no profit drilling. This means demand must remain and price must be stable. ESG is enemy!
1251,@DanielTurnerPTF Biden has done everything in his power to limit oil production and it has driven gas prices where they are now. At the same time he is emptying our strategic petroleum reserve. What an idiot.
1252,"""It's not like if you're not red Bolivarian we won't sell you oil, gas, petrochemicals. We sell everything that needs to be sold to whoever needs it in the world at a fair price, based on contracts that respect Venezuelan legislation, as we've always done &amp; will continue to do."""
1253,"@MissySpd Totally agree. And it’s so ironic, the perceived financial benefits to Alberta, when most of these gas &amp; oil outfits belong to foreign interests."
1254,@POTUS Then explain why you shut down the Keystone pipeline. High gas prices are your fault!  You took our own oil sources from us!
1255,"Why #Africa signed up for eight new #fossilfuel projects at #COP27

“‘It’s not about African development, but about Europe’s energy needs,’ said Omar Elmawi, a StopEACOP campaigner in Kenya.”
https://t.co/D5YkvIE2f3"
1256,"‘iEarlGrey’ channel. (103k subscribers):

Von Der Leyen: ""100 THOUSAND Ukrainian Officers Have Been Killed"".

https://t.co/eAfitwxYQV

#Russia #Ukraine #Russian #Sanctions #Donetsk  #Putin #Zelensky #Zelenskyy #ZelenskyyUA #Moscow #TheDonbass #Russians #Oil #Gas #Donbass #Donbas"
1257,"TMKOOL 10FT 7/32"" 4AN CPE Oil Gas Fuel Line Hose Nylon and Stainless Steel Braided Fuel Hose (BLACK -AN4) YS13GOB

https://t.co/BWmEPgdmiG https://t.co/SyaVRarbtF"
1258,A puffback from an old oil or gas furnace can release soot and smoke into your home and cause damage. It is important to know what causes a soot puffback so you can prevent it from happening.  https://t.co/ZSrKeteqPL
1259,"RJSPHH 20Ft Braided Fuel Line 6AN Oil Gas Fuel Hose Kit Braided for 3/8"" Tube Size + 10 pcs AN8 Fitting Adapter Kit + 2pcs Ho DBHZRZA

https://t.co/KnVbtzDsOv https://t.co/GfPrYjC8Xs"
1260,"@SenatorLankford Yes, we should ignore the fact that our plant is in existential danger and keep plowing forward with our insane reliance on fossil fuel (or those generous oil and gas industry campaign contributions would dry up)."
1261,@BuckSexton Biden has done everything in his power to limit oil production and it has driven gas prices where they are now. At the same time he is emptying our strategic petroleum reserve. What an idiot.
1262,@KaylaChowShow In my teens early 60s I was the attendant that put the gas in-cleaned windows-checked tires &amp; water oil and gave you green stamps...all for a bucks worth of gas...I did it with a smile and do not ever remember a tip while making a whopping .60 cents an hour in a school-work deal
1263,@POTUS Products such as oil? Natural gas? OPEN UP THE KEYSTONE PIPELINE!!!
1264,@SenJohnKennedy Biden has done everything in his power to limit oil production and it has driven gas prices where they are now. At the same time he is emptying our strategic petroleum reserve. What an idiot.
1265,Did you miss @MeikeLemmer's webinar last week on #peatland restoration approaches following #insitu well pad disturbances? Be sure to check out the recording on the #CCLMPortal: https://t.co/jKlWSg27sR
1266,"President Biden
@POTUS Gas-down, domestic production-up, and we’ve rallied the world to release oil to address a gas price hike inflamed by Russia’s unprovoked war on Ukraine. (Joe, release Trump era US oil from the Earth so we can get back to normal &amp; be energy independent)"
1267,@POTUS You are definitely not living in America.  Prices are outrageous and getting worse.  You have cut off oil production and created the problems with outrageous gas prices. Try visiting some low and middle class neighborhoods and see what they tell you. You are clueless
1268,"@BenjaminNorton And what’s worse, Biden won’t open up Canadian oil and gas, but will expand Venezuela.  Who’s profits all go to Putin.  Figure that one out."
1269,"@POTUS Nice try guy.  You started with your unproved war on USA oil and gas, open border politics, and actions that have spiked inflation and diminished the values of our 401k."
1270,@POTUS Your policies are what is hurting us. You would not have to depend upon foreign oil so much if you would go back to drilling domestically. Gas prices are going down artificially in part due to your bad policy about releasing more crude from the oil reserves.
1271,"@ramincol @greg_price11 The destruction of oil &amp; gas, weaponization of gov, 87K IRS, secure border incompetency, laughable foreign policy, untracked billions to Ukraine.  Hyper-inflation, falling home industry, supply chain failures (not started but not fixed).   Yes, he has accomplished a lot."
1272,"Cycle Oil &amp; Gas successfully sold 3 loads (496 bbls) of Oil this month, up from the 342 bbls sold in October with an avg NRI of 77%.

The guys in Electra are continuing to work on finding wells that can be brought online &amp; have scheduled 5 wells to be worked over in Dec. https://t.co/cm1EBHQ5E1"
1273,@POTUS Rather than produce our own resources in a ecologically sound way at home for less.  We were the top producer and able to export oil before you! Now we have to grovel to dictators get to keep gas under 6$ a gallon.  STOP lying.  Saying it on social media doesn’t make it true
1274,"@MurphysFlawPC @WhiteHouse U know what he can do start drilling &amp; fracking here ! Reverse the policy back to where it was before this 🤡 took office ! But he will not change a thing he created! Uthink it’s bad now it’s only going to getworse ! Higher food price’s electric oil , gas ,Rents will go up more"
1275,@GasBuddyGuy Yet still significantly higher than when Biden took office and told oil and gas companies he planned to eliminate them.
1276,Some stoves are oil burners; others are gas burners https://t.co/v5mujsHx9s
1277,"Liar. FYI: Trump negotiated an oil production CUT with OPEC and Russia in April 2020 in effect for 2 years, so OPEC partnered with China instead of US. Thank Trump for high gas prices &amp; clogging up supply chains bc of FAILED tradewar &amp; incompetence of COVID. https://t.co/qOrMM2mNfg"
1278,"What is believed to be responsible for Dimock Pennsylvania's water crisis?
Contamination from Coterra (formerly Cabot) oil and gas wells led to a water crisis in Dimock and one of the most high-profile fracking contamination cases."
1279,"@BenjaminNorton Hey, to put this in perspective.  All of Europe wanted Nortstream 2 and didn’t want to waste time transitioning.  So, along w Biden, waged war on oil and gas.  Something Putin used against them.  Something Biden is still doing to the US."
1280,"@NathanIpYEG @albertaNDP From Previous 4 yr. Experience -- The Notley NDP Gov't. created NOTHING BUT- a Disaster for our Economy, investors ran for the hills, instability, a war on Oil &amp; Gas, explosion of AHS/Gov't. employees in high paid managers managing managers positions at the expense of frontline"
1281,"@JimOtis6 @PatrickDusablon @glen_mcgregor Federal give 15 billions each year

https://t.co/dvdXiurd5r

While from 2008 to 2018 federal receive 50 billions."
1282,"@bubbaquads @RobLentz @ABDanielleSmith @RachelNotley @JustinTrudeau Be sure to take all your NDP/Liberal buddies from Alberta... lets be clear  on that...!
By the way you Environmental Hypocrites! Stop the massive oil &amp; Gas production in NE BC..how many pipelines from there?
Massive coal production in SE BC..!
Thats all good for the environment?"
1283,Oil Companies Decline Participating in California Hearing on Gas Prices https://t.co/OomT11EpMM
1284,"@PrisonPlanet #JustStopOil because we don't need oil or gas or diesel or home heating fuel or NG ofr home heating or producing electric, or nylons or polyester for clothing/building materials, or plastics for the over-pried i-Phones they are using to organize/disrupt on the oil derived asphalt"
1285,@RealJamesWoods Biden has done everything in his power to limit oil production and it has driven gas prices where they are now. At the same time he is emptying our strategic petroleum reserve. What an idiot.
1286,"Offshore wind farms are scaling up around the world, producing energy while creating new jobs for people who once worked in the oil and gas industries. 

This story and more in #TheFixer: three great stories seen on the internet this week.
https://t.co/gSwTlBL1SF https://t.co/rhN17f7qdW"
1287,Energy Commission hearing examines why California's gas prices are so high https://t.co/pOv7NkhiKF
1288,"@theJagmeetSingh it's carbon tax that's driving everything up, gas, oil, food, building supplies, transportation.  Do us all a favour and stop propping up the Liberals!"
1289,@gilmcgowan You are all very hypocritical. Against Oil and Gas in that province because that’s what this is all about. All of Canada knows it. But your very ok with importing Oil &amp; Gas from foreign nations who dehumanize their citizens and make it look like its us. Everyone will remember.
