,2022-11-27
942,"@AfricaFactsZone The Algerian Govt is very proactive. It owns Africa's largest company, Sonatrack. The income from this investment, (oil, gas, mining, etc) enables it to take care of its citizens."
943,"@JustStop_Oil I understand people getting annoyed, but study the literature. Onshore wind is by far the cheapest and quickest way to generate energy. New gas and oil will take years to come on line - to say nothing about global warming. Yet Gov is issuing new licenses, why? Don’t be lemmings."
944,"@GBNEWS The oil and gas industry have absolutely done one on you marks. It’s a couple of roads temporarily blocked, find an alternative, use your intelligence. Travel on a different day if you can. These demonstrations are vital though you don’t know it."
945,@ewarren While they dump it back in their gas tanks because of your war on oil. Your Native American ancestors are ashamed of your continual lies Karen.
946,"England needs Scotland for hydro,gas,oil,water,munitions dumping ,war games,parking its nuclear hulks,income tax,talent.
Scotland needs England for ?"
947,Audrey Jr. in a movie about the war in Iraq and a war crime epidemic of oil and gas. https://t.co/YkJQyJRDFd
948,Even a $10 saving in #oil is big for #india #forex #Budget2023 https://t.co/wHo4MFMP0S
949,U.S. wants tougher rules on methane emissions from oil and gas sector https://t.co/swk98sqd3u via @upi
950,"X AUTOHAUX 4mm Hose Barb Brass 3 Way Tee Connector Adaptor for Fuel Air Water Gas Oil Pipe 5VPHYFT

https://t.co/rqh4Gl1SJI https://t.co/7z68Oc4HfY"
951,@kush_tho @PranshuRai10 @KirtiAzaad You are being made. The BJP narrative clearly fooled you. You go and check the amount of oil bond congress took and amount of tax bjp collected. The tax they collect from oil and gas from the public is too much. Borrowed amount is not even 8-10% of the tax collection of 1 year.
952,"@JDCocchiarella Only a democrat could use a descriptive like badass for Bobblehead Biden ! The guy who shakes hands with invisible people, waged war against big oil then blames Putin for record gas, inflation, 13 dead marines, yes only a lemming ( democrat) could love  Biden"
953,oil or gas https://t.co/LlhI4C0JZB
954,@PatRyanUC @CassinariJohn Yes so cancel the land and sea leases make oil government owned and operated drop the taxes on oil and gas and get 100 % of the profits .. then tell Canada to do the same
955,"@POTUS If you think the economy is so great, then tell us what's going on with oil and gas.  My SIL delivers crude. Something is going on."
956,"''This is crucial as it means Westminster has NEVER had the right to own Scotland’s oil and gas or our seabeds. Westminster has always known this but has engaged in a huge, illegal deception and fraud '' A must-read this will educate those who are in doubt over Independence! https://t.co/6KzQtjdgeW"
957,"@SenateGOP ""American energy""?
From where?
Maybe if your Big Oil and Gas sponsors would stop spending all of their outrageous profits (by price gouging) they could develop alternatives. 
Right?"
958,@Aloha711 @AlexEpstein @NEWSMAX Interesting to learn. Sadly he won’t debate. His sponsors are the reason he won’t discuss oil&amp;gas owning and starting renewables as it’s an inside game(he can’t speak on without losing his sponsors). I will debate him on any public stage or newscast.
959,"@RepRashida @POTUS IF BIDEN PUMPED GAS OIL AN SOLD IT OVERSEAS WOULD GIVE ONE TRILLION A MTH INCOME, TO AMERICA. THAT'S MORE MONEY FOR GREEN, INFLATION ,AN DEBT REDUCTION AS WELL AS MORE MONEY FOR UKRAINE. FROM B CANONICO"
960,"@tedcruz Oil and gas companies have been among some of the biggest donors to the Congressional Leadership Fund and the Senate Leadership Fund since the beginning of last year, federal campaign disclosures show. @SenTedCruz https://t.co/HKTOQ6cIDd"
961,@EliseStefanik Except they can’t and it’s not for people who make under $400K per year. But you know this. We the People want all the GOP gossip and bull💩 to stop. We want lower inflation food gas &amp; oil. That’s it! Actions! Not words!
962,"The Biden administration on Saturday eased some oil sanctions on Venezuela in an effort to support newly restarted negotiations between President Nicolás Maduro's government and its opposition.

https://t.co/ci73VulJcB"
963,"Mining, oil and gas industries leave an environmental mess and let taxpayers foot the bill - Canada's top five federal contaminated sites to cost taxpayers billions to clean up https://t.co/Ae5ydugziA"
964,"@SirKazamJeevi Milk price says Hi
Cooking oil says Hi
Cooking Gas says Hi
CNG says Hi
Platform ticket says Hi
OROP for army says Hi
Paratha says Hi
Engineering fees says Hi"
965,@CandiceMalcolm @TrueNorthCentre Even more noteworthy is how the Conservatives in Alberta have not managed to save any Gas and Oil windfall income over the last 30 years for Alberta’s future while Norway has used its gas and oil revenues to amass a 1.2 Trillion $ Sovereign Wealth Fund with worldwide investments
966,"@GMann84784716 @DianaGable2 @HiThereMatthew @elonmusk Good, because our military depends on oil! We can’t just switch over. What if we go to war, (our military needs gas/jet fuel). The transition to EV should be optional, &amp; slow down. We should be using our own reserves!"
967,"Need an oil &amp; gas medical in London or Kent? 

Our team is OGUK registered - contact us now to book
https://t.co/G0fwD4eMAv

#OGUK #oilandgas #Offshore
#occupationalhealth https://t.co/p44WSVVCTG"
968,"@AfricaFactsZone The state has the largest gas reservoir  in Nigeria.Though being the site of one of the largest crude oil and natural gas deposits in the country contributes to local economic development, the state remains plagued by rampant poverty as well as pollution stemming from oil spills"
969,"@ejmalrai The myth of Putin as world energy czar is running out of gas. Genuine energy experts have pointed out that there is no coherent strategy underlying Putin’s machinations, especially as the Russian economy implodes and loose the status of an energy exporter. https://t.co/BZoPACc40h"
970,"2. Katona, senior analyst at Kpler said increased demand for coal is because of the rising price of wholesale gas. “Absent burning fuel oil - the most cost-efficient power generation option right now, coal, is very much the best option out there, albeit the most polluting one'"
971,"@LazerithL @thekellycross @JamesBradleyCA IMPOSSIBLE for it to be the Biden admins doing. Here we are, about 2 years in as Biden has been President since Jan 20th 2021 and inflation is easing, gas prices lowering. Food, oil an goods are GLOBAL COMMODITIES meaning pandemic issues like what happened here in 2020 are.."
972,"@JeffTaylorUK No, *the* dwindling NS reserves are because there isn't much left that's economically viable.
Norway participates in its own oil &amp; gas, unlike us. They didn't sell all rights to private companies to profit. They have a 67% stake in Equinor &amp; a huge sov wealth fund as a result."
973,@laurenboebert What does this nonsense have to do with lowering inflation and prices of food gas oil? NOTHING. Public Servants answer to the public. Stop mucking about and work for your salary! We don’t want gossip and separatist nonsense. We want results!
974,"@marklevinshow They are already jockeying for position for 24 elections, can’t have 5.00 a gallon gas prices and win, so let’s beg for oil from the dictators, god forbid release American energy not strategic reserves"
975,"👇👇👇
The clean hydrogen opportunity for Hydrocarbon-Rich Countries (HRC) 
https://t.co/u9MO8eMkmj"
976,"@apmassaro3 @POTUS @SecBlinken @SecDef 
Stop adding bodies of two day old babies to your list of Ukrainian casualties
Dissatisfaction of Europe with America (you are the ones who sell gas and oil to Europe at the outrageous prices) will grow, Ukraine will add MILLIONS REFUGEES TO EU
STOP WAR https://t.co/AgTWHStx2X"
977,"JOE COPYING SAME DEAD END THAT'S MAKING EU FREEZE

[Biden admin slammed for allowing Chevron to resume oil drilling in Venezuela]

For years, EU gov'ts told their people they were GREEN when their solar &amp; wind SCAMS relied on 🇷🇺 gas as backup—See Tweets👆

https://t.co/4F0hsqKPDv"
979,"Idk about the rest of you, but I can't get them to work anywhere, can any of you?

I was forced to pay for gas, coffee, and laundry for @rcmpgrcpolice @OPP_News and JTF-2 @CanadianForces to bring seditious oil and gas astroturfing terrorists hosted by @OttawaPolice 🤷‍♀️ https://t.co/9JXRXUqYOw"
980,"This week in people of ATSC: Kristen @_kriistennicole studies methane and volatile organic compound emissions from oil and gas production through various field work. When not busy with work, Kristen enjoys watching sports, doing puzzles, and spending time with family and friends. https://t.co/1MMZT4GylR"
981,Deter Oil &amp; Gas companies with punative windfall taxes and discourage UK drilling just to import/use more coal...the logic here is breathtaking 🤪🤦‍♂️ https://t.co/zQjrpVezcu
982,"JOE COPYING SAME DEAD END THAT'S MAKING EU FREEZE

[Biden admin slammed for allowing Chevron to resume oil drilling in Venezuela]

For years, EU gov'ts told their people they were GREEN when their solar &amp; wind SCAMS relied on 🇷🇺 gas as backup—See Tweets👆

https://t.co/4F0hsqsGpn"
983,"Keep fossil fuels in the ground. Fossil fuels include coal, oil and gas – and the more that are extracted and burned, the worse climate change will get. All countries need to move their economies away from fossil fuels as soon as possible."
986,Midwestern Oil and Gas Scholarship 2022/2023 For Both Secondary School &amp; University Students https://t.co/5dQl7DsZ2F
987,"@ChunkyChipper @WarmongerHodges We contribute more per Head than what we are given back. Scotland is a country in its own right that can stand on its own it is not part of England with its racist little englander mentality. Oil, gas, renewables we have it all and a great nation of people. Time for us to be free"
988,"@MayaRose601 @ChefQWest @VEtFeMaLE Every oil, gas, propane, natural gas and heating oil shortage/supply issues is because of Biden"
989,"@Casey74324340 Yes, I think this whole oil. gas, diesel crisis is not only an opportunity for nations to reposition for the next spike, but a HOOK to redraw borders through alliances &amp; invasions"
990,Today's Alaska Oil &amp; Gas Daily is out! Read here: #akoil #aklng #akenergy #akleg https://t.co/xK0EFZnMfu Includes content from @OilandEnergy @Rigzone #oott #oilgas
991,"@gail_povey @RhonddaBryant The fact we sit on 100 years worth of coal - 
That we have gas and oil
Is a no brainer"
992,"Bring back Trump and all the bs stops.
No more covid lies.
No more threat from China, iran, Korea, Russia.
Stable economy.
Reinstate oil and gas production.
Call out all corrupt politicians and elites. 
Shut the border.
I can go on and on"
993,"US offshore oil and gas rigs at 'significant' risk of cyberattacks, warns government watchdog #CyberAttack #security via https://t.co/eBW8LmmXmF https://t.co/SwKBqHcFuh"
994,"@RachelNotley Destroying the oil and gas industry does that also, gonna comment on that? Bet you don't."
995,Why f### are getting oil and gas from Venezuela when we have it here... dumbass Biden does it again
996,"Need a God fearing sugar mummy between the age of  27 to 40, Never married before, works in oil and gas and can easily dash out Ghc 10k thanks for coming every weekend. My dms are open please. Serious candidates only let's respect ourselves"
997,"2-By now the Keystone XL Pipline could have been FINISHED, 100's of thousands of jobs would have been saved, pumping cleaner gas/oil. Instead, he's SPENDING OUR TAX $ ON DIRTY OIL/GAS FROM A DAMNED RUTHLESS DICTATOR WHO IS STARVING THE PEOPLE THAT LIVE THERE?!?!"
998,"1-""When we were?"", boy, we STILL ARE! It's bc biden stopped drilling, NOT putin. Gas was rising BEFORE the Ukraine war started!
Sooo...biden IS SHUTTING DOWN ALL DRILLING in USA, yet gives Chevron a lease to drill in Venezuela? We have CLEANER OIL/LNG in AMERICA! https://t.co/40YCQpI28N"
999,"Unpopular opinion; The Local Content Act, will be the death of the oil &amp; gas industry."
1000,"@calvinfroedge @Seawolfcap @GreekFire23 Are you seriously comparing oil/gas to shitcoins? We can live without shitcoins, we will die without energy.  
Coinbase gets all their revenue from shitcoin trading frenzies which won't happen again for a long time."
1001,"Joe KNOWS he's destroying the US economy, making CO2 worse, and helping Putin fund his war with high oil &amp; gas prices‼️ But he decided to put the interests of his PARTY above all that. He doesn't CARE Americans suffer. He's a POS ""president."" See Tweets👆

https://t.co/SdQzuYZUfC"
1002,@iwolf6645 @Noumenovels @Speeee3dyWT @MehnazHyderMD @SpeckOnADot @jjcroftiv @pitdesi Didn't Standard Oil drasticaly lower the price of gas? That sounds like they were just better than their competition
1003,@DanCollins2011 That’s pre oil and gas drilling era.
1004,"GAS VERSUS ELECTRIC? WE JUST ADD MORE DINOSAURS AND THERE FOSSILS. MORE PORNOGRAPHIC OFF SHORE DRILLING, WELDERS, MINERS, OIL DRILLERS, TEAMSTERS, STORAGE TANKS, FRACKING, TEST SITES FOR THE ENVIRONMENTAL IMPACTS OF DRILLING FOR OIL AND PROCESSING GASOLINE. GREAT PRICES."
1005,"#EvilExxonMobile is DESPICABLE to the environment- no sense of environmental justice- and HORRIFIC to those who work for them.
Time for more antitrust  leg for big Oil &amp; Gas AND the Social Media oligarchs😡 https://t.co/w6tqOU6eCZ"
1006,"The Russian government is already introducing increases to the mineral extraction tax to make up for revenue shortfalls. The cap will at least frustrate these plans.
https://t.co/xYqhDAUAMn"
1007,@10otaisan01 @ayatenchan One of the largest oil and natural gas production countries in the entire world
1008,"Causes and Effects of Climate Change

Fossil fuels – coal, oil and gas – are by far the largest contributor to global climate change, accounting for over 75 per cent of global greenhouse gas emissions and nearly 90 per cent of all carbon dioxide emissions.
."
1009,"@zombeeapokalips @Chris_1791 @DailyCaller Its a no win with these people. I live in oil county.

Theyre mad if gas is $4 gal
They're HAPPY when oil barrel is $100

Theyre happy when gas is $1.50
They're MAD when barrel is $50

Theyre pro oil pro corporation.
Theyre anti govt interference.

Theyre just ignorant and happy"
1010,"@HarrisSamaras @sed_mer @EU_Commission @vonderleyen @GP_Network_ Bravo Samaras👏👏👏👍
But you also know that this of European politicians even sell their moder for their blangs.
Let alone a nation that has no oil and gas."
1011,"Today, a delegation from the government arrived in Baghdad to resume another round of dialogue with the Federal government to discuss pending issues between Erbil and Baghdad. Discussion will focus on an oil and gas law, implementation of Article 140, as well as 2023 budget."
1012,"The principal pipe or conduit in a system for conveying water, gas, oil, or other utility https://t.co/M5cuj5b0zG"
1013,"Anti-war organization World Beyond War showed an interactive map with US military bases around the world

The highest concentration of bases is observed in areas of oil and gas fields.

But Russia is ""the bad guy"" 

https://t.co/brw9S1sYcW https://t.co/llmsozZ8jU"
1014,Ask usa for help. You kill Russians and expect gas and oil. Not a chance. https://t.co/8BTM2enqxl
1015,"@OneQuantumLeap @BloombergUK @business Don’t be so silly.

You have no idea how bad the Russian people are suffering under the lunatics Presidency.

The countries who relied on Russia for gas and oil will survive the winter and make new arrangements and never take a chance on trusting or buying Russian again."
1016,@enrich1212 @Belinda71555585 You lost all those get oil and and gas from us until Biden...
1017,@theJagmeetSingh you are anti gas anti oil anti mining forestry fishing and industry.the new ndp..
1018,"The EU is banning the seaborne imports of crude oil on Dec 5, by far the biggest step to date to cut off the financing for Russia's terrorism. Remember, the EU has only banned coal, with no restrictions on oil and gas imports until now."
1019,"@RachelNotley Putting on brand new coveralls and pretending to care about oil and gas, that is the NDP way. You had your chance and you failed.  Not voting for you , no way, NEVER !!!! https://t.co/Mi1jUvri7w"
1020,"The government is currently living off the huge windfall it made earlier this year from gas and oil exports to Europe, after prices jumped. Once that windfall is spent, in the next couple of months, further falls in revenue start to cut deep."
1021,"Russia is more dependent than ever on revenue from oil, as tax income from other sources has dropped due to the impact of sanctions on the economy, and revenue from gas exports has collapsed."
1022,"Government of Pakistan has taken an important step to buy cheap oil and gas, private TV has made a big claim https://t.co/KtcVSyOid8"
1023,@JustStop_Oil We need oil and gas
1024,"🇵🇭 The DoE’s Philippine Energy Plan (PEP) 2020-2040 stated that the total petroleum reserves of the country comprise an estimated 68.7 million barrels (MMB) of oil, 637 billion cubic feet (BCF) of gas, and 27.9 MMB condensate as of June last year. https://t.co/gtCTOivJwV"
1025,"24/
Suriname provides Guyanese people with bread (Fernandes), even good eye glasses (Ninon). These are just 2 examples! BTW the guys of their big oil &amp; gas factories even eats Surinames bread 
And yet (!) Suriname is humble &amp; takes a diplomatic path in dealing with Guyana"
1026,"23/
Guyana has a delusion of grandeur due to their oil &amp; gas. Even thinks Suriname is jealous of them.

Do they know that Suriname has their OWN oil business since ~'80
How many big Guyanese factories are operating in Suriname? NONE! 0"
1027,"“Something very strange” is happening inside the Gulf of Mexico’s largest coral sanctuary, one of the few places in the Gulf that’s off limits to oil and gas exploration.  https://t.co/1z1QwryLGQ"
1028,@JoeBrolly1993 @DaphneAbernethy @Cu_chullain86 @ThomasRowdyRyan Norway does pretty well in its management of oil and gas resources - whole population benefits!
1029,"@BonginoReport @POTUS @RepAdamSchiff @RepKinzinger @SenWhitehouse @SenSchumer @GOPLeader 
TRUMP IS A TRAITOR TO AMERICA-HE CHOSE OIL COMPANIES AND PUTIN OVER AMERICA AND HER CITIZENS.

Exposed: The Trump, Putin &amp; Saudi Connection to High Gas Prices , by @Thom_Hartmann https://t.co/QDGode0vKN"
1030,"@TitleIXpa @MattsInnerMind @MrMatthewTodd Is the UN, NASA, the OEA and the IPCC the left ? They all say we are headed towards ecological and climate breakdown if we don't change our addiction to oil and gas."
1031,@santoshpatnaik @Arv_Ind_Chauhan Chu*iya's like you saying chu*iya things. As if eve teasing happens only in UP. Looks like dimag me bhi ya to oil ya gas ghus gaya hai.
1032,"Per @EIAgov, global energy use is estimated to grow by nearly 50% between 2020 &amp;  2050. Most of this increase reflects a rise in energy consumption in developing economies. In 2050, oil &amp; gas is projected to comprise approximately half the global energy mix. O&amp;G not in “decline.” https://t.co/5uFRgGxVhF"
1033,She is right and wrong at the same time. Back in Devon CEO told us to vote for Trump to save oil and gas. So she is right. Elon opening Twitter for free speech - it is not one-sided. I clearly see MULTIPLE SIDES.  WHAT DO YOU SEE? OPEN YOUR EYES. https://t.co/r98tHebGMZ
1034,"@PaulConRO True. It was the oil/gas and our natural resources that made a lot of people vote no to joining the EU, and join the EEA agreement instead. the farmers and the left was not onboard."
1035,"@IVAInitiative @RepJerryCarl The Biden administration has leased less land for oil and gas drilling on government land and offshore than any other president at this point, going back to the end of World War II, according to a recent analysis by WSJ."
1036,"Plans to look at future and present alternatives to oil and also stop revenue leakage in the oil and gas industry.

☑️ https://t.co/P2tUvao92p"
1037,"@DazzlerSH @SkyNews @RidgeOnSunday Gas and oil are the cause of virtually all inflation. Stop the war and return to normal trading, or just put up with the fact workers are not prepared to suffer financial loss."
1038,"@Merceditas504 @hugh_mankind He is 100% CORRECT!!! With 31 Covid-19 related patents published between 2002 and 2022, Pfizer Inc holds the most number of Covid-19 patents in the global Oil &amp; Gas sector. https://t.co/r2ASVXFowo"
1039,"Why are the energy companies charging like 3 times the price for energy bills when there’s massive reserves of coal, oil and gas in U.K. territories? And then blaming the Russians when we haven’t used Russian energy since June!? I mean I’m just wondering . . . . ."
1040,"I spoke to two globally-renowned  professors of oil and gas economics in the last two weeks. 

Both said they could not see UK shale gas being a geologically or economically viable solution."
1041,@baby_shanana Congratulations!!! As one who’s been in oil and gas for decades I think you picked a good field. Good luck and I wish you nothing but the very best.
1042,"@BlackKnight10k Gas is still high in my area.
I was thinking it is the globalist oil companies inflating prices because my state is blue"
1043,"@FernandoLeanme @StateVoter @elonmusk Everywhere. There is more oil, coal, shale, natural gas, and yes, even frozen methane than you can shake a fist at. Almost limitless. Then we can talk about evolving technology to turn trash plastics back into oil."
1044,"@StarChidia @Jim_Jordan 18. Caused record high inflation from all of his policies with gas, oil, the green new deal, infrastructure bills, micro-chio production (which  is a good thing), student loan forgiveness, and endless aid to Ukraine."
1045,"@GBNEWS 
12yrs of tory austerity,leaving the single market,this tory government has destroyed this country.
Couple that with their sell off of the utilities and the oil and gas field's,
Tory traitors..
Enough is Enough."
1046,@izakaminska Lockdown spending started the rot but inflation was really ignited by oil &amp; gas benchmark derivative leverage. 'Funds' ramped oil from $65/bbl @ end Nov 2021 to $95/bbl on invasion
1047,@EdwinMermans @MLiebreich I mean natural gas is a pain in the butt compared to oil. More infrastructure require to move it around. Hydrogen would be way worse and @MLiebreich shows why.
1048,@Barb2216123 @FranceneCorbeil @JDCocchiarella you cannot blame Biden ! The gas and oil companies have profited billions! They have raised the prices so have the grocery stores! Remember we live in a capitalist society where the aim is profits! Biden has asked Big Oil to stop gouging us!
1049,"@hugh_mankind YES✅✅✅ With 31 Covid-19 related patents published between 2002 and 2022, Pfizer Inc holds the most number of Covid-19 patents in the global Oil &amp; Gas sector. https://t.co/r2ASVXFowo"
1050,"@MattH_4America Who gives America the right to Sanction Venezuela, Iran and Russia. Create an artificial scarcity of Oil and push Gas prices to stratosphere."
1051,This looks like extortion to me. https://t.co/pFzcvwbrdu
1052,"@Amirabdolahian @ABaerbock EU’s priorities in Iran:(1) restoration of jcpoa (2) Oil and gas flowing again (3) value-based foreign policy.
From this could flow(1) citizen councils (2) privitization (3) fta throughout Iran on the model of Kish (4) regional diplomacy with eu and ksa."
1053,"JOE COPYING SAME DEAD END THAT'S MAKING EU FREEZE

[Biden admin slammed for allowing Chevron to resume oil drilling in Venezuela]

For years, EU gov'ts told their people they were GREEN when their solar &amp; wind SCAMS relied on 🇷🇺 gas as backup—See Tweets👆

https://t.co/dGoZgC9fHo"
1054,"@pkm_inc @nonenoun @jeremygainey65 @krove2 @JuliaDavisNews The same ""Russophobia"" that was buying oil &amp; gas, heavily investing in joint manufacturing etc? I have found most times when ""phobia"" is thrown around it's to deflect from reasoned if difficult questions."
1055,"The kitchen items that define your family dinner – your refrigerator, dishes and stove heating your food – are made possible in part by oil &amp; gas.

Without petroleum, many of the things we need would disappear, including family dinners. https://t.co/tyRpFUsx3w"
1056,"$XOP | When the Price of  Spdr S&amp;p Oil &amp; Gas Exploration $XOP  Talks, People Listen (XOP) https://t.co/Qrk15bnFus https://t.co/bhNvZPt7II"
1057,@RepMTG @elonmusk That's why we should ban corporate lobbies. So glad you agree.  How much do you take from the oil and gas lobbies?? 💵
1058,"@kdnerak33 Oil and gas is bad
Bike lanes are good
The dinosaurs are going to come back because of the climate changing
Remember they perished because it went from a very warm climate to a cold one
What being a Canadian means
Etc etc"
1059,"@Alex_Verbeek 😞 what can we do? Stop flying, limit gasoline usage in personal cars, eat less meat…what else? The politicians in my oil and gas centric state are not keen on quickly transitioning to renewables"
1060,@jenn_summers01 Omg if only little kids were oil and gas companies or hockey teams they would be a priority
1061,"@wartranslated Putin came up with the idea that he would only sell oil and gas for rubles. So now all Russia's contractors are demanding payment in dollars or euros, which Russia is running short of.🤷‍♂️"
1062,@POTUS While you support the vicious dictator in Venezuela by buying his oil when the money will be used to suppress freedom there! You are evil and stupid. America has plenty of oil and natural gas. Let Americans have the work and make the money!
1063,"@SenWarren Where do you come up with this ? How about secure the border, start producing oil, so our gas prices are lowered, and lower the mortgage rate, so the housing market starts booming again? Like all this other stuff you guys are doing isn’t helping anything accept ?"
1064,"@MorenoPontes @brasilenergia Muito massa. Obrigado pelo conteúdo! Para além, teria algum livro a indicar para um iniciante no setor oil &amp; gás? Se o nobre @esalviojr tbm puder ajudar 😬"
1065,"@FravelPhillip @CoastingAlong49 @PattyMurray Hydro is not coal, oil or gas being drilled from our earth. It is one of the most efficient way to make electricity. It is also one of the  greenest."
1066,@Amit_Gulecha Any views on Oil and Gas sector ? IOC hpcl bpcl Gail ongc etc
1067,@Dallazfame @preciou68266927 @ObiDientTvHQ Why are your people hustling in the Oil companies in my region? Why are they causing nuisance at my backyard? It's a matter of time before we chased y'all out of every Oil and Gas company here. Enough of this rubbish
1068,@srtrst07 @Gordy1967 @AlasdairMcDoug4 @STVNews There would absolutely be a divorce settlement as we have paid NI contributions towards pensions. we also have an extra 80 billion worth of oil and gas taxation over the next few year The snp balance their books every year with full fiscal controls they can control tax and spend.
1069,"FYI: #Republicans

#JoeBiden doesn’t own or manage these high-profit #Oil &amp; #Gas companies. https://t.co/TEicszuJCB"
1070,@Captaincoby00 Just like the geniuses protesting oil and gas with oil and gas products.... Sharpest of the lot
1071,"@PeterSweden7 Green energy does exist.
Our ability to harness it and use it in an on demand, reliable fashion does not.

One uranium fuel pellet creates as much energy as one ton of coal, 149 gallons of oil or 17,000 cubic feet of natural gas
https://t.co/3on1Hj7Sle."
1072,"@What46HasDone @JoeRobinEnjoyer It’s the callous politically expedient game that we play. If oil and or natural gas was discovered in Cuba today, Miguel Mario Díaz-Canel would be America’s best friend by noon on Tuesday. It doesn’t matter who gets hurt in the process, but it’s always the poor that gets screwed."
1073,"Every barrel of oil &amp; every cf of gas sold by Islamic Republic is threatening global peace &amp; prosperity. Every day regime survives #IranRevoIution2022, millions of people continue to be at higher risk of harm. @POTUS, please enforce Trump era sanctions against Islamic Republic."
1074,"@AnnaBjorklund Allt är en GIGANTISK planerad lögn With 31 Covid-19 related patents published between 2002 and 2022, Pfizer Inc holds the most number of Covid-19 patents in the global Oil &amp; Gas sector. https://t.co/r2ASVXFowo"
1075,"Biden eases Venezuela sanctions to aid talks between Maduro, opposition https://t.co/bsTUWnidtJ"
1076,@SquidCynical I always wonder if our dwindling reserves is now more about no-one out there looking anymore. And are you saying that the Norwegians don't sell oil and gas internationally - to the likes of the UK?
1077,"@Zor_Kyiv @ejmalrai Define Europe. NO, NL, UK have own gas and/or oil. And, that's the funfact can also deliver to other European countries.  Btw. Europe is not just EU, as you see from NO and UK."
1078,@gtlem @andrew_leach Only when they were setting fire and/or committing vandalism to oil/gas leases &amp; pipelines under construction.
1079,"@marklevinshow When you declare war on the American oil and gas industry your first day on the job you are forced to kiss a murderous dictator's ass to save your ""energy policy""!"
1080,"@Arron_banks Keep digging Arron!

(I’m not talking about gas or oil here, but since you are soooo smart you must have figured that out already)"
1081,oil or gas https://t.co/6yHEKQalnV
1082,@JohnRStetler @Sirflyness86 @ChipMartin1 @TanoG4 @JoJoFromJerz LOL- you keep pushing a failed talking point. Oil companies control oil and gas prices. Are you denying their massive profit taking? Sucker.
1083,Ineos in talks with Rolls-Royce on mini-nuclear power plant technology | Oil and gas companies https://t.co/C5mE6zZNkS
1084,"Fearing Sabotage, Europe Patrols Pipelines With Mine Hunters and Unmanned Subs - WSJ

#latam #energy #oil #gas #renewables #climate #opec #environment

https://t.co/IoW2XCqI2d https://t.co/wS5XqKuXk5"
1085,"@Gimpanzee123 @Str8Sh00tR_UK @Boxy420 @Femi_Sorry ""All G7 nations face the same global effects""

By demonstrating that you don't understand the difference between natural gas, gasoline, oil and coal I think you've proven you are completely unqualified to make such claims."
1086,@amitshaw_7 @SamRamani2 Most of MSM us full of bullshit click bait for idiots like you to regurgitate. Uk only imported 9% of its fuel from Ruzzia and laundered their billions in London before the illegal murderous invasion of Ukraine. We have our own gas and oil and the rest comes from  Norway.
1087,@WhistlerHeidi @JustinTrudeau Um.  I had a gas powered generator for all the times that power went out in CR.  So did many.  Renewable?  Yes.  Sustainable?  No. Norway is one of the world's largest exporters of oil.  Sorry.  Oh.  They drive gas powered cars in all of those countries too.
1088,"@FabioMusicMaker @kevdog @Noellenarwhal @donkitrk99 @PhillyPharmaBoy @LonghairCanuck @ESTINDAL @ProbablyNotYes Also, I am in Alberta... in Oil &amp; Gas. If you REALLY want to talk to me about Oil Wars, I am HAPPY to pivot to that discussion. I expect it will go about as well as this COVID one is."
1089,As @drdeanknight intimates where will it end. Will oil and gas be allowed on conservation land unless 100% vote against. Let the madness commence. #GreenTrumpists https://t.co/zEt880Rq2K
1090,@SenateGOP More lies from the party of no the solution was clear stop the oil and gas companys from gouging Americans at the pump you voted against it .
1091,"Handbook of Fire &amp; Explosion Protection Engineering Principles for Oil, Gas, Chemical, &amp; Related Facilities WTMZBMN

https://t.co/NzcbQawDcu https://t.co/1b3FXcCn5z"
1092,"@collectifission @HenryK_B_ @SuzanneLCampion @MurrayMack4 @Mining_Atoms @AvvocatoAtomico @rix_trevor Renewable isn’t the answer to the question.
The question is “What energy source is best for the environment and people?”
That means low environmental impact✅, reliable ✅and sustainable✅. 
Wind❎❎❎
Solar❎❎❎
Hydro ❎✅✅
Coal❎✅❎
Oil❎✅❎
Gas✅✅❎
Nuclear ✅✅✅"
1093,"@LEGENDARY_ROOTS @HiThereMatthew @elonmusk Well for one, I’m nobody’s fan boy! I’m saying you can love our country, support Trump, support oil and gas, and still support the EV industry! I’m a capitalist and I think it’s a great industry to get behind now. It’s still very early in the innovation!"
1094,"@blackintheempir @GoranStal53 Yes but uk and USA think they will lay hands on something live gas, sunflower oil much needed fertilisers. If every one minded there buisness and didn't act big boss things would be fine. Big boss days over slowly the Eastern world will tell all where to go."
1095,@LazerithL @DanielK22838366 @marklevinshow Texas and Louisiana have the most oil and gas in tbe country
1096,"@BillKristol Says the man that consorts with those that have opened our borders, flooded it with Fentanyl and eliminated Oil &amp; gas unless its provided by dictators #FBK"
1097,Justin isn’t paying attention to the shit show that is Joe Biden because Justin has Trump Derangement Syndrome https://t.co/p5homO9b8z https://t.co/2fobss4sEV
1098,"@billybo64099461 @sfrisco081 @AngelaBelcamino @elonmusk Biden owns this economy because of his policies against the oil producers in the US. He owns the botched exit in Afghanistan, the war in Ukraine, the inflation, high gas prices, and so many more. He is the sitting prez not Trump. There is no excuse"
