,2022-11-25
521,Notice there was no talk about getting rid of big oil before the 1970s gas crisis caused by turmoil in the ME. It's almost like the government is trying take power away from them. Too bad China and Russia are buying their oil now more than we did.
522,"Oil and Gas Decommissioning: Law, Policy and Comparative Practice DO8E5KB

https://t.co/IaMRCXjiof https://t.co/wVfdK8kwjF"
523,"I'm a little biased in this matter, consider ""little"" as a gross understatement as I, like my father taught me in the mid 1960's, as I did as a young investment professional in '86, as I did in 2020 and through my life, invest in the Texas oil and gas sector.

Invest in Texas. https://t.co/z6piJGVlSf"
524,@shylabyoung @BridgieCasey I agree but you will open a can of worm why we are here in the first place.  I.E inflation and rates.   We have a Gov that printed 1 trillion in 2 years and destroyed oil/ gas industry.  We’re feeling the effects of it.
525,@POTUS You wouldn't have balls to bring your lily white rear end of my front door and tell me firearms don't have any redeeming values. You ought to put her oil and gas industry back to work so this economy can get going again.
526,"Soros &amp; his cronies tried 2 replay the #Ukraine movie in #Kazakhstan but it failed. 
These people aren't interested in #democracy or #greenEnergy. They want the good stuff #oil, #gas etc to use 4 themselves while the rest of us freeze, bike, starve &amp; die. https://t.co/ZSoRaDTu7W"
527,"OECD "" the best response is to speed up the transition to zero carbon emission technologies"" in response to high gas and electricity prices. That will take more than 2 decades. Gas and coal plus oil can increase supply in a few years. Also kick the Russians out of Ukraine ! https://t.co/xRFqcrFNCS"
528,"@AllegraStratton No it’s not. It blights the landscape, it’s expensive and it isn’t efficient. Coal, oil and gas are amazing."
529,"@laurenboebert Oh it's coming from some place WE just haven seen it yet ! Us seniors  just got a raise on our check and I'm sure OBIDEN  will spend it for us ! Just like those STIMULUS CHECKS,  Where paying it back in higher gas and oil prices . Love to hear from you 
PM ME"
530,"@BreitbartNews producer in Africa, but its industry has suffered tremendously under the elderly Buhari, scheduled to depart the top office in February.This is indeed significant considering that efforts to find commercial oil and gas outside the..https://t.co/00cf3nzNMC"
531,@JustStop_Oil Shale gas is the way forward.
532,"By attacking American Energy Independence &amp; making us dependent upon foreign gas/oil &amp; causing a shortage in our Country,
This Administration is not only destroying America, but Europe &amp; other Countries that we would be able to assist &amp; help

WHY?  There is absolutely zero reason"
533,@MarshaBlackburn They pay corrupt Republicans with dark money so they'll work against the interests of the USA &amp; we the people! It's why they gave $2 TRILLION to them WHILE SCREWING AVERAGE AMERICANS https://t.co/poUR8uSZgY
534,A 5.4M Earthquake Shakes Up Oil And Gas Disposal Wells And Nuclear Waste Plans In The Permian Basin Of West Texas https://t.co/BKkHDKUMjQ
535,"@406_Montucky @mpgoggles @tedcruz Partnership in Chinese oil and gas company worth millions.
Biden signed and blocked over 150 financial flags on his family generated by the DOJ. Donald Trump has never had a report generated. Biden's were generated under terrorism watch parameters."
536,"EU Members Fail to Agree on Price Caps for Natural Gas, Russian Oil https://t.co/HcsOh4JsZh"
537,"We are in the middle of the fossil fuel phase out, alive and kicking because battery, solar and wind based renewable power is five times cheaper than coal, natural gas, nuclear and oil. Power companies are switching to renewables, or filing for bankruptcy https://t.co/DynUqw8ct6"
538,@modmothernature @stillgray I worked in the oilfields for 10 years.  Just in the Gulf of Mexico there is enough oil and natural gas to last 500 years 😕
539,Has anyone deep fried a turkey in peanut oil. So good. And it only takes 35 to be fully cooked. You have to take a beer keg and cut the top off to where you are able to attach it again. You fillet with 4 gallons of peanut oil and you place it over a  gas burner to heat it up. Thn
540,@VoteRIGHTinAZ “Gas” prices going up… even though they bought lots of oil during the pandemic.
541,"IoT in Industry: Oil &amp; Gas 
Welcome to #IoT Coffee Talk #45 where we chat about #Digital #IIoT #Automation #DigitalTwins #Edge #IoTPL #IoTCL #Cloud #DigitalTransformation #5G #AI #Data #Industry40 &amp; #Sustainability over a cup of coffee.

Grab a cup and https://t.co/YnJR8v26Tv"
542,"@emre_mayo @AidanReed45 @mattyglesias What’s your source for claiming that halting sale of new offshore drilling leases increased gas prices? Only 1/4 of US oil drilling is on federal land or waters, most of that is onshore, it takes 5 yrs on avg from lease to production, and oil price is set by global supply/demand"
543,@antoine2711 @mackenzieklc @thesiriusreport The SPR tapping was for political optics just ahead of an election that already has passed.  The US and Canada can produce much more oil and gas.  They aren’t.  Europe could be gas independent with shale if they choose to. They aren’t.  Alternatives also coming online.
544,"I have NO desire to be an independent woman who doesn't WANT a man.
HELP ME, FEED me, help me clean, Pay my bills, Send me money, change my oil, wash my car, put ALL THE GAS you want in it‼️"
545,"Side-boom pipelayers are an essential equipment for oil &amp; gas operations. The Cranesmart Load Moment Indication (LMI) system is purpose built to help prevent tip over incidents, machine damage and unnecessary pipe drops. Operators can monitor multiple points 
 during operation. https://t.co/P32CKC06JV"
546,If people only realized what oil and gas really are. They are vital organic components of the earth like we have blood and oxygen inside our body. Take it out and you choke and  damage the system that will result in chaos and breakdown. The earth is screaming from pain right now.
547,"#AOG2022 to be held in Luanda from November 29 to December 1, is fast approaching.
This is one of the must-attend energy sector industry events in Central Africa.

Registration: https://t.co/b1w2tudenX

#Angola #CABEF #pipeline #APPO #energy #africanforum #oilandgas #hydrocarbon https://t.co/FQYYTPDSQx"
548,"@ScarfNZ @Matronincharge Coal, gas, oil and wood are natural products too and carbon dioxide is essential for plant growth 😉"
549,"@gallerianita @nathaliejacoby1 Don’t be quite so proud of Norway’s oil and gas. Just like the oil and gas from everywhere else, it’s doing a lot of damage. As to the rest, yes—I have Norwegian cousins I’m fond of."
550,"The principal pipe or conduit in a system for conveying water, gas, oil, or other utility https://t.co/w56y0MXxt9"
551,"Gas Fuel Cap Car Oil Filler Tank Cover 77300-33070 Fits Toyota Lexus, 4Runner Camry Solara Tundra Highlander Sequoia Sienna GS300 LX470 ES330 Replace 7730033070 via @amazon #Amazon🇺🇸 https://t.co/GHdDkbpN6g"
552,What about all the climate crap he talks about- also no gas oil for usa only high prices 😡
553,"Lubes maker Castrol India Limited (CIL) on Friday said it will acquire a 7.09 per cent stake in TVS Automobile Solutions' digital subsidiary Ki Mobility Solutions with a planned investment of Rs 487.5 crore in an all-cash deal.
 
https://t.co/QNaJqrBSl5  https://t.co/8na5ipA30O"
554,"What is meant in this “alternative throne speech” full of fluff and rhetoric, by “regulatory certainty”?  A thread.

I’m counting on the NDP to help bring about a return to the rule of law in hoodlum-run oil &amp; gas.   Are they terrified?

#KeepThemSafe

1/n https://t.co/vxkwU6D1MZ"
555,"@IanAustReach @ElaineM11584892 Like tax holidays for billionaires who mine coal, oil and gas. Helping Australia end the prospect of staying under 2C of global heating."
556,"@eamco44 @CiaranCuffe @EamonRyan Yes they are ok with Saudi Oil and gas but not Irish gas
NIMBY people"
557,"Read @Shaina41466050's  story and learn about how the oil and gas industry has impacted, and continues to impact, the health of her family and community.

#CutMethane #NativeAmericanHeritageMonth  #EnvironmentalJustice
@CleanAirMoms  @CleanAirMoms_CO
https://t.co/Md7Fdo1Aba"
558,@GOPLeader Okay ... if it were me. I would be to declare an emergency on the southern border complete the funding  of the border wall. Then it would be to defund the DOE and transfer all oil/gas land to state ownership. But go ahead do your RINO stuff instead ...
559,"@trentdel18 @dwilliam9940 @4biddnKnowledge Russia with its huge forests is a net CO2 absorber, not emitter, and it has strict environmental regulations. I am not so sure in the American ones since vast volumes of shale oil and gas are produced there using fracking technology that harms the environment a lot."
560,@MarshaBlackburn And you are lying again. Shows you no nothing about how the oil and gas works. So you should either learn or just be quiet.
561,"Protesters bare all at Black Friday sales https://t.co/NUNIoVt7CF via @Yahoo Climate change and weather have been the best things for all of our society's nutcases and showoffs. More than gas or oil, migration contributes to climate change."
562,"@CatholicismRoks @saoirse_alainn @Yazzyinit Do we still have gas and oil? I was under the impression all of both that were extractable have been extracted.
Sure once we have enough renewables it might be realistic, but until then we need some amount of trade.
We certainly do have enough food production."
563,"@MarshaBlackburn STFU.  You know ur lying, everyone knows this is ur “poisonous talking point” 4 today. 
GOP declared war on democracy. 

https://t.co/MNaFZ4zh9D

https://t.co/T5Ou68Rah9"
564,@AP Maybe Sweden can stop using gas and oil to appease these idealists.
565,"@POTUS Oil, coal and gas are essential workers. Why are you abandoning them for “Green “nonsense? Oh that’s right, follow the money."
566,@MeidasTouch Immigration? Dems control all 3 branch’s and have done nothing . Gas prices? Biden stops the pipe line and adds more regulations to drill than goes and begs our adversaries for oil. Biden is a clown
567,"@RobinBrooksIIF So, what's the conclusion? We can't live without energy. Buy oil and gas as in the past from Russia to drive down prices and use the economic benefits to buy more weapons for Ukraine? (That is my conclusion from 9 months of intending to reduce our dependency on Russian energy.)"
568,"Corn Oil and gas selling fuel for N170. 
Just come with yourroasted 🌽  and APC membership card."
569,"@ECOWARRIORSS 1 of 6 #progressive #tipping_points:
#monsoon-revision: Jeddah

#CO2 fossil oil&amp;gas
#melting of the #Westantarctic and #Greenland Ice
#methane hydrate, arctic
#Gulf Stream
#Amazon

like 6 #pods on the #Titanic

P.#Taalas #WMO:
""#Sealevel will rise by 30m""
H. #Wanless:
2060 + 7m"
570,"@TheOne06248789 @Qatari 🤣🤣🤣 Of course I won't come, I don't need that, and even if I come one day for tourism, I respect your laws, I'm not like you 😁 + Europe's gas and oil from the Arabs, stop us if you can 🤣"
571,"#quebec doesn't care about all provinces' oil &amp; gas development unless it's Alberta. Then a) too much carbon, b) too English, c) it'll help the rest of 🇨🇦 so they're against it. #hypocrisy in #quebec is legendary https://t.co/au3SZiPkQ8"
572,@sohaibab9 @elonmusk @Twitter in 2006 this happened to the Oil and Gas sector in Canada The Income Trust fiasco mess from the @CPC_HQ https://t.co/2fHXpxKie0
573,"@scotchnutz @BernieSpofforth But they have plenty of coal, gas, oil and electricity."
574,@MarshaBlackburn You’re lying. America produces more oil than any other nation in the world. Oil &amp; gas companies have made record profits in the last 2 years. Two of them made $30 billion in the last quarter. Doesn’t sound like an industry that has a war declared on it or is leashed by anyone.
575,"@ColMustard88 @LordOfBlast1 @Julescage1 @GeraldoRivera And russias invasion couldnt have anything to do with the massive underwater reserves of oil and gas just discovered before the invasion, no its all the us antagonizing russia."
576,"@GOPLeader Inflation!!!!  Gas prices!!! Oil prices!!!!
 
Let’s read the constitution"
577,"@DaveTheMayor Babies with huge oil wells and gas fields near their huts eat only 1.5/d in our NIGERIA, a brainless racist white bastard whose white mother and father have never seen crude oil is our District Judge in BEDFORD
https://t.co/6aAqpI8jp7
GDC: Sue Gregory lied on record https://t.co/0mlm9VvnfM"
578,"@SeamusORegan The problem isn’t getting money back, it’s that your going to steal $10,000 a year worth of taxes on the increase of: gas, oil, increase household needs, food , electricity…..to give back $1200!!! That’s the problem."
579,"Amid still-elevated gas prices, Biden prepares to give Chevron license to pump oil in Venezuela https://t.co/G0LWbD28IJ https://t.co/ezO4tsHxDB"
580,@ricwe123 @euronews Gas and oil isnt sanctioned so I dont know why you juat pointed that thing exactly which is one of the few excluded industries from sanctions
581,"@GODreal1 @RadioFreeTom Oh!

And the major Auto-Makers just last year invested more in EV production and R&amp;D than Tesla has invested over its entire life.

AND, many have partnered w/ Oil/Gas Co.s who are converting their Stations to EV charging Infrastructure, with their own Renewable Power Supply."
582,"@sophielouisecc Not really as we are using for more gas an oil than ever, just paying more, you are such a muppet"
583,"We are pleased to have been recognised  as a member of the Leading Law Firms Forum at the @ealawsociety Annual General Conference. In addition, our @elisonk was also recognised for his leadership as the Chairperson of the @ealawsociety Oil &amp; Gas Committee. @Cha5rlyA @CKalumiya https://t.co/4WJTCkQsV0"
584,"@DaveTheMayor Babies with huge oil wells and gas fields near their huts eat only 1.5/d in our NIGERIA, a brainless racist white bastard whose white mother and father have never seen crude oil is our District Judge in BEDFORD
https://t.co/6aAqpI8jp7
GDC: Sue Gregory lied on record https://t.co/alVS5Vj6qN"
585,@KenganOisura @saoirse_alainn @Yazzyinit Uv been conditioned 2 think Ireland needs the EU. Ireland s 1 f the most self sufficient countries n the world. Ireland has more than enough fish &amp; agriculture. Ireland has natural gas &amp; oil. This all can b used 2 trade.  Eire now puts much more money n2 the EU than it gets out.
586,"@TJSmith84791687 @DonKeehotey @johnrich Here’s your proof. Nobody lying here.

https://t.co/GkjB8pU6H1

https://t.co/TLVDE2U3jx

https://t.co/Ly7HymUapG

https://t.co/6ePgbqvmCQ"
587,"Aerospace, automotive and oil &amp; gas keeping charter brokers in the air #ShippingPodcast #Freight #Logistics #SupplyChain @TheLoadstar https://t.co/vSGjOmDoWJ"
588,@DailyCaller WHO MADE HIM INCHARGE OF WORLD ENERGY. HES KING BIDEN. OVER RIDE HIM AN PERMITS AN PUMP ITS OUR OIL AN GAS. HES KILLING AMERICA.
589,@dr_ray92 https://t.co/vHsOhNCD3V
590,Hunter Biden’s laptop and a criminal illegitimate president! We all must demand accountability! BTW getting rid of Biden’s solves inflation problems! Gas &amp; Oil can thrive bringing to an end of the globalist dream! And our nightmare!
591,@o32554702 @Sotiris92762919 @123456789Ab9 @e_amyna So you really are brain dead. Turkey wanted to make a 30 km buffer zone supposedly. On the KURDS who fights ISIS while USA troops were there as well. NOW Turkey does the same to take oil and gas from KURDS in north SYRIA.
592,"@DaveTheMayor Babies with huge oil wells and gas fields near their huts eat only 1.5/d in our NIGERIA, a brainless racist white bastard whose white mother and father have never seen crude oil is our District Judge in BEDFORD
https://t.co/6aAqpHRgn7
GDC: Sue Gregory lied on record"
593,"@KCinCanOil Why just 45% FCF my friend? Why not 6,000% FCF? I mean, if we’re making up numbers might as well. 45% yield is at a price deck 20-40% higher than current prices. Why stop there? Let’s do it at $500,000 oil and $30,000 gas. Right now, it’s an uncompetitive yield given their risks."
594,"Net Zero will be the death of more British people in a far shorter time than global warming ever could be

Britain needs coal, gas and oil to avoid thousands of needless deaths

#SayNoToNetZero https://t.co/dZh0efzDIP"
595,@GOPLeader How about fixing all the oil leases so gas and food prices will go down? That's what I'm concerned about. Eating
596,"@ESPNFC I'm so old I remember ""go brandon"". Shut up ESPN about the latest US attempt to create war in Iran so they can seize control over the oil and gas - and just report on the sports. Americans must ask ourselves, why does every big money media corp push the propaganda for every war?"
597,"@SortedJudge @AfricaViewFacts You know who waits in queues to BUY milk and oil? (not water and gas canisters, those are available) the people who waits in those lines are the same people who got these free houses, so no they're not given to military personnel and the government..."
598,"@GOPLeader So Kevin tell everyone what that has to do with all of the screaming from your side about inflation, the southern boarder, fentanyl, and gas &amp; oil prices? You do know that by reading the entire constitution will just substantiate Trumps dereliction of duty on Jan 6th, right?"
599,"@johnpavlovitz 1. Arrest and put Hunter in prison

 2. Impeach the two installed worthlessness in office

3. Promote the Speaker to President

4. Open the oil wells and pipelines 

5. Get the supplies moving

6. Bring gas and diesel down to $1.50 a gallon

Get it, Leftie?"
600,$mmtlp $mmat for anyone who says there’s no oil.  Read this from Reuters from Feb 2020.  3.7 billion barrels oil equivalent = 3.2 bil oil + 0.5 bil gas https://t.co/7foeokrGfZ
601,"@Hmm68680095 @tinyexcalibur @EvyatarPyrrhos @usownstheplanet Though Russia still has ginormous reserves of oil/gas/metals/minerals &amp; more to dig out. By far the highest per capita on earth &amp; near, if not at the top overall."
602,"6/ Zizek says that a better stance is to support fully Ukraine and to ""advocate...structural reforms to accelerate the transition away from oil and gas, which in turn will steer humanity away from catastrophic climate change."""
603,"@SenJohnKennedy Proof that the gas and oil industry that writes you checks has caused an international refugee crisis due to climate change. But you go on, Jack-o."
604,"NATO is fracturing in real time, exactly as long anticipated. 

Like clockwork.

The US bound the EU by treaty in its failed bid to isolate Russia, which backfired and forced the US to cannibalize the EUs financial base as a means to liquidate its own gas and oil reserves. https://t.co/YSElLTMqkY"
605,A 5.4M Earthquake Shakes Up Oil And Gas Disposal Wells And Nuclear Waste Plans In The Permian Basin Of West Texas https://t.co/1bbkdUUbF2
606,"The Biden administration filed the largest oil export terminal's approval without a public announcement and the port is expected to create 233 million tons of carbon dioxide per year, equal to roughly 4% of the US's total 2020 greenhouse gas emissions.

https://t.co/kyf0kz6DEM"
607,"@MandalorianGe0 @Bobhader1 @Tas1Bora @Coffeecurd @ElbridgeColby What’s that got t do with China? And, you have made no mention on Russia selling mass amounts of oil and gas to China. I really doubt the US would want to piss of half the planet by attempting a Chinese blockade… over Taiwan. Not to mention it may likely be physically impossible"
608,"Regional Report: Middle East - Amid oil pleas, gas taking center stage https://t.co/jiVHaggx5V"
609,"@SenTedCruz Say Ted, howsa bout you free up the oil companies to build some new refineries in the USA. Gas was 2.98 in Missouri today. Way too high. https://t.co/cyv2jRwmWN"
610,"In Oil &amp; Gas exploration that piece of equipment is called a ""Christmas Tree"". It's a flow control equipment. https://t.co/Pi9yg4XP3h"
611,@88888sAccount There are quite a few specialised lenders out there (but many focused on Oil and gas infrastructure)
612,"@GreenpeaceEU @vonderleyen @TimmermansEU Are you looking forward to #COP28 in UAE? Plenty of 5* luxury to enjoy. Maybe you should try telling the hosts to leave all their oil &amp; gas in the ground. You could also pop over to Saudi, Kuwait, Qatar, Iraq &amp; Iran as well. Or is it just capitalist fossil fuels that you hate?"
613,"@bent_krockman @Tiggersdad2 @JasonLu92687297 @StonkDoc @stockboynick 3.7 bil barrels of oil equivalent = 3.2 oil and 0.5 gas as stated by Reuters Feb 2020

https://t.co/7foeokr8qr"
614,"@Valdemar12191 @ravageuse @GeromanAT Absolutel rubbish!!

https://t.co/mKJYkqZWUT"
615,"@TracieKnits @RussianEmbassy @BBCNewsnight @mfa_russia @vicderbyshire @BBCWorld @SkyNews @DiplomacyOxford @REESOxford @spectator @guardian @POLITICOEurope @ForeignAffairs We all know why you want Donbass, the Dnipro-Donetsk basin is a major oil &amp; gas producing region accounting for 90 percent of Ukrainian production, you don't care if its flattened by war or people are killed, you are fighting to steal the land for yourself ain't you Putin."
616,VIVIDESIGN Group -  A 5.4M Earthquake Shakes Up Oil And Gas Disposal Wells And Nuclear Waste Plans In The Permian Basin Of West Texas. https://t.co/9eay7EVgK2  - Call 270-723-3650 https://t.co/VYylO48194
617,"GLOBAL TEMPERATURES ARE RISING
Billions of tons of CO2 are released into the atmosphere every year as a result of coal, oil, and gas production. Human activity is producing greenhouse gas emissions at a record high, with no signs of slowing down. According to a ten-year summary"
618,"@DavidSSarec @HasboWagdi @sportbible If Arabs will quit selling oil and gas , one week later you back to Bicycle 🚲 ,"
619,"@WeThePeople021 The Environmental and Energy Study Institute found that the US government alone spends $20 billion every year on direct fossil fuel subsidies. Of that figure, around $16 billion goes towards oil and gas, while the remaining $4 billion benefits the coal industry. 2/2
Mar 28, 2022"
620,"@WeThePeople021 U.S. taxpayers spend tens of billions of dollars a year subsidizing new fossil fuel exploration, production, and consumption, which directly affects how much oil, natural gas, and coal gets produced—and how much clean energy doesn't.   1/2
Oct 13, 2021"
621,"LNG storage planned at major ports at ₹20,000 crore investment https://t.co/DKIWtgT3Po via @economictimes"
622,"@AidanReed45 @mattyglesias Was overturned by the courts eventually, but this was clear overreach which reduced investment from oil companies and drove up gas prices.
https://t.co/CnhZRMgrrS."
623,Irgendwann muss mal jemand ausrechnen wie viele Menschen Big Oil und Big Gas direkt oder indirekt auf dem Gewissen haben. https://t.co/eBj6o6mtUL
624,"@vksrossii @agris1144 @MsGodot71 @SamPervis @getroger1 @AlbertZvld @AdegihaReloaded @Russianork1332 @akflier11 @probated90 @GeromanAT @davepiz41 Gas and oil supplies from pipelines are cheaper. 

Why is Russia stopping Kazakhstan from selling their oil to us?

So they will just build more pipelines to replace Russia in Europe"
625,"Oil and gas development issues discussed by Alikhan Smailov and Shell representatives
https://t.co/9y2LNpAKQ1"
626,"@AfricaViewFacts Those are given to government and military personnel, not to the ordinary people. The people are lining up everyday for milk, vegetable oil, water, and gas cannisters."
627,"@Big_Hickory @ChuckCallesto A.M. You know nothing about Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿. Our Referendum was full of Fraud by being Rigged by America &amp; England. We Subsidise the English Government with our Water, Electricity, Gas &amp; Oil, and they won’t give that up. Facts is a good thing to know 😀"
628,"@kokel09 No Gas, No Oil only Wood..."
629,@RBReich Or this…😉 https://t.co/vHsOhNl2cn
630,"@SpringinLeeks @quillpig @leaderpost It's certainly interesting that the SK Party's response to climate change is always the most expensive, least effective and always has the curious property of helping the oil and gas industry"
631,@Belinda71555585 The Biden Family’s Oil &amp; Gas deals w Russia &amp; China
632,"@spectatorindex Well, you can buy foreign engineers that drill your oil and gas, but you can't buy a good national football team. 🤷‍♂️🤷‍♂️🤷‍♂️"
633,"Alberta forecasts $12.3-billion surplus in fiscal update, as record-high oil and gas prices continue to bolster books /via @globeandmail https://t.co/r3vyOtewTc"
634,"@KremlinRussia_E @KSAmofaEN Once again United States government with @BlackRock continues to purchase oil futures and natural gas futures. It is time for BRICS, Russia and Saudi Arabia to take a stand. Reduce oil production. The US is destroying your economic source of wealth."
635,"@SenateGOP There are 784 Oil/Gas rigs pumping, an increase of over ~30% over 2021. Renewables are delivering ~25% of America's electricity.

Blame the Oil Industry for not investing in refinery capacity and for exporting refined US inventories, not the Democrats.

https://t.co/l7l9LUnWXR"
636,@ThreeCatsinaTr1 @GOPLeader Have you asked the party that's been in control why this is happening? Gas was $2 in Jan 2021 what changed? Who shut down our US oil and pipeline production? Now you expect GOP to fix what you didn't expect Dems to fix? Makes sense
637,"@Matt_Odili @TheNationNews Tinubu trite in his competency will prioritize Nat. Security, industrialization, Economy, Agriculture, Power, Oil&amp;Gas, Transportation, &amp; Education.  @officialABAT is of good countenance for #Nigeriadecides2023 we mustn't miss it. #endsars #Nigeria 
https://t.co/mZFgZWdfGI"
638,"Contrary to what politicians would have you believe, Quebecers are quite open to developing natural resources. More than half want to see a provincial oil industry get developed, and support the LNG pipeline project in Saguenay. #energy #cdnpoli #polqc https://t.co/lgWHgLLDFn"
639,"@Matt_Odili @officialABAT Tinubu trite in his competency will prioritize Nat. Security, industrialization, Economy, Agriculture, Power, Oil&amp;Gas, Transportation, &amp; Education.  @officialABAT is of good countenance for #Nigeriadecides2023 we mustn't miss it. #endsars #Nigeria 
https://t.co/mZFgZWcHRa"
640,@Alvarez_touch @POTUS Think about all the good paying jobs people could have in the oil and gas industry
641,"Houston as the epicenter of a global clean-hydrogen hub https://t.co/hnh221dPDR via @McKinsey 
I thought Houston was Oil and Gas? ... lol"
642,@BBCWorld Putin &amp; his gas/oil monies bought a lot of politicians &amp; spies all over the world! This is an unseen war without bullets!
643,@SharonDowey_ While you far right fascist facilitators work for another country that will steal £80 billion of taxes from scotlands oil and gas https://t.co/g6xBhUZV1h
644,@WeThePeople021 I don't want a penny of tax dollars to go to oil &amp; gas company subsidies since they're are all screwing us over at the gas pumps. We don't get what we want.
645,"@antoine2711 @thesiriusreport Russian oil and gas extraction, much like Russian farming, is very dependent on imports from the west just to continue to operate, let alone expand.  That help is not forthcoming.  Russian industry in many areas will slowly grind itself down over time due to sanctions."
646,"@SenTedCruz A. How did Biden destroy energy dominance???? How, really Ted is he OPEC? Did he cause Russia to invade Ujraine?  Does he control oil companies ability ti export gas and oil for huge profits???? 
You see this why you are a complete moron."
647,"@AlZ17044627 @MarcusSmeltzer @RachelNotley I almost lost everything because of this wicked witch, and I don't even work in oil and gas."
648,"@WallStreetSilv Of course they where rescue by police that use gas to go to them and break the concrete with machines that were produced power by oil . I would leave them there , rescue yourself"
649,@MarshaBlackburn War on Energy? No that would be Republicans. Democrats clearly want renewable energy to replace gas. Why? Maybe not rely on foreign oil. Maybe because American oil will eventually run out. So prices won’t be so high. What a ignorant tweet.
650,"Can someone please explain when gas and oil are coming down and energy companies are recording record profit, why the feck is the energy cap going up?"
651,"“Because Oil &amp; Gas signs my main paycheck, and children, teachers and healthcare workers aren’t really worth my effort.” https://t.co/yXmbe19XK9"
652,"@OpinionsVary7 @YoGurt17828432 @alberto_malizia @cmos_eisley @unusual_whales Lol all Russia has to do is turn off the oil and natural gas propping up Europe and Europe will be living in the middle ages.
Europe knows this. They offer empty words &amp; keep buying Russian oil. Putin has a trillions of doars in gold and prescious metals. And bombs. Lots of bombs"
653,"@GeneralTwattery @JamesMelville Gas &amp; oil was high before Russian invasion. This admin canceled Keystone on day one, and has practically shut down the industry, jacking up prices, and now causing shortage of diesel, kerosene. The energy shortage &amp; inflation is 100% man made."
654,"@antoine2711 @thesiriusreport Russia exports oil, gas, weapons, grains, and some mined metals (e.g. titanium and others).  Anything else? No self respecting country will buy Russian weapons any longer as they have been shown to be inferior. All the rest are commodities found elsewhere."
655,"BOLD African Declaration To ...

https://t.co/RokdCsondk

#AfricaGold #BankOfGhanaGold #BuySilver #Gas #Ghana #GhanaGold #GhanaGoldMining #GoldAndSilver #GoldMining #GoldPrice #Mining #Oil #PhysicalSilver #SilverAnalysis #SILVERBULLION #SilverCoins #SilverDemand https://t.co/cjBsz0YYih"
656,"@MarshaBlackburn Nah oil and gas guys have plenty of leases from trump and Biden, and plenty of money to get going. Why don't they?"
657,@TheEconomist That's because buildings are sitting on top of growing grounds.  Indoor growing isn't feesable if you haven't gone to school to learn how. Growing in top of sturdy roofs sounds weird.  Stealing from Americans in exchange for some country's resources like forests oil gas is payoff https://t.co/sPNCKWeLeN https://t.co/Wk0k9DcSAS
658,"@matthewstoller Well, maybe next time the EU can use their winning personalities to secure more oil contracts from other countries instead of lining up at the last gas station in town.

Good luck with that."
659,"@marty8827 @Derricktgoat Canada could be a leader in developing and using green technology and we would create more jobs and put more money into this country.

Oil and gas are done....move on and stop holding the rest of us back."
660,#US oil and gas companies are going through an exciting period of change. Cyber attacks are a disruptive threat to their operations that outweigh the benefits of rapid digital transformation. https://t.co/bTA1dTPCnw
661,"@TheAgentNDN ""Conventional farming, the cattle industry, oil and gas companies — 'these imposed systems have not been beneficial for tribal communities,' [Baldes] said. 'It’s probably time to try something different that incorporates more of our values and beliefs.'""

https://t.co/SWJ2V0zoJd"
662,@GSpellchecker Oil industry gave big money to universities in USA that then went and wrote papers to effectively deny climate change. Lobby groups still funded by gas and oil producers
663,"@WutsitTooyah @MedBennett @joshtpm We are against government coercion and authoritarian policies 

Like attacking the oil sector and making gas prices skyrocket 

Let the free market do what it wants 

Electric vehicles are making some headway, but they aren’t there yet

Range is crap. Especially when towing"
664,EU releases symbolic gas and preliminary oil cap price numbers https://t.co/OZHmJTutWx
665,"Many new challenges await the oil &amp; gas industry, especially in facing a future full of uncertainties, and the complex work of leadership should be done on several fronts.

Microblog and social design by @antgrasso via @dbi_srl #energy #leadership #CEO #CFO https://t.co/wWUS7b0GPV"
666,"Renewable infancy

Hydropower is the largest renewable source, with Brazil in the lead -top 10 by new installed capacity with 175MW-.

But coal, oil &amp; gas still generate the bulk of energy, especially Mexico, Argentina and Chile.

An opportunity to participate in the transition. https://t.co/1VwtYKV6kx"
667,"@Z4RQUON @StdenisKatie @PierrePoilievre except China has very little domestic oil and gas of its own. That's why China, and most of the rest of the world burn coal, because its cheap and readily available. If Canada was able to supply huge amounts of LNG, we could entice these big coal consumers to LNG instead."
668,"@MarshaBlackburn That, respectfully, is utter nonsense.  The USA is the largest oil and gas producer in the world.  We just don’t have swing production that can set market prices.  In the early 20th cent we did through the Texas Railroad Comm. Only the Saudis have swing production today."
669,"@tedcruz Major funders of GOP. The NRA, Russia, Big Pharma, Oil and Gas, Millionaires and Billionaires...I'll take Dems everytime."
670,"@Horlufemi It’s kinda vague or should I say ‘flat’. BUT I like the drilling rig you imputed, Oil and Gas is a major contributor to our national income and it directly affects our economic &amp; social performance. 👍"
671,@UchePOkoye Down payment roasted corn electricity oil and gas limited.. They sell @#35 per liter...
672,"Disclaimer: Oil is not my field of expertise but it seems like a strong lever for Putin, although maybe less problematic than gas. Any knowledgeable followers who could maybe expand on that? https://t.co/8juiF9AkEP"
673,The latest look at the country’s oil and gas industry https://t.co/9SDPyJpvr7
674,"@mattyglesias ...average person. In another way and I was saying this at the time, people were going to quickly into the idea that we can just have a post gas/oil world before we have green energy abundance."
