,2022-11-28
606,"The oil and gas industry has proven it shouldn't be trusted when it comes to climate change, and it shouldn't be allowed to jeopardize water and public health either.

We deserve better, in Pennsylvania, in BC, and everywhere else.

https://t.co/RqHkCmwUNE #EndFracking"
608,"@OOOPSIDIDI @leafsfan3419 @liberal_party So, you're saying every family in Canada has very inneficient oil or gas heating, with horrible insulation, for their massively oversized homes."
609,@WHCOS Gas was $1.50 less per gallon when Trump was president. And we didn't buy oil from socialist dictators
611,"@ddeamon3 @markwarschauer @SwipeWright @ThumperFLTRX @DJUSD @TPUSA The Fake Conservatives of the Turning Point movement that was funded by real estate magnates and Oil &amp; Gas tycoons is coming apart at the seems. 

It's so disorganized with so much corruption its practically self destructing daily.

Politicians &amp; actors flip flop for popularity."
612,“The departure reflects a wider move by major oil producers to reduce crude production in West Africa and shift investments to lower-carbon natural gas development on the continent …” $XOM #XOM https://t.co/zFWqDzwIA2
614,"@ClaudiaWebbe Idiots like you know F all about energy and why oil, gas and nuclear will always be needed"
616,"@its_moodi @TowersEwerle @Qatari Venezuela has oil, Brasil has oil, Argentina has oil, Bolivia has gas. You know what country doesn't have any trees or natural water? Yeah, yours.. i won't be visiting your country cause I don't want to step on shit and don't be able to clean my shoes."
618,"@fossilfreeLDN THANK YOU #FossilFreeLondon for speaking up for facts, science, sanity during a presentation by Andy Samuel of the 'North Sea Transition Authority' @NSTAuthority, promoting its ""33rd offshore oil and gas licensing round""
#StopFossilFuels #dontlookup 
https://t.co/HGbWM64F0v"
620,@ronwardrop @Concern70732755 Not world wide but in Canada he sure did. Why is inflation in Switzerland only 3% compared to our 8.9%. Lack of fiscal control and carbon taxes will keep our inflation high. Killing our oil and gas industry will only reduce supply and create additional inflationary pressures!
622,"@Lancegooden @RyanAFournier Friend of mine in TX has 6,000 acres of private land and they’re completing the paperwork to start drilling on his land. The oil and gas industry is working more and more with private land owners to find alternative sources!"
623,"@Lancegooden I think the fake panic is over Lance.  

https://t.co/c1bIVT8e3q"
624,"@CrastmanJim @thefarcentrist @SteveWeberRedux @MarshaBlackburn Literally this fucking year. And again we know that they're price gouging because we can look back in time and see what the price of gas was vs the price per barrel. Pull that fat head of yours out of your ass bud.
https://t.co/ncXLsce8rP"
625,@RepAndyBiggsAZ Yu complaint about gas prices.  This will get results (increase in supply) much faster than oil leases that will take years to generate petroleum.
626,Shell to acquire Nature Energy Biogas as it expands its transition away from oil and gas https://t.co/QGdAkDSufp via @business
627,"We were told oil was running out in the 1970s,gas,fuels doubled the price,happens about every generation where try to control thru fuel,something we all need and use....GB🇺🇲 https://t.co/8KZYBzQI4i"
628,Our Chief Investment Officer @Josh_Young_1 was on @BNNBloomberg recently to discuss opportunities available in oil and gas equities https://t.co/FRPoX33HvU https://t.co/zYfSjuw8Nv
629,Former Speaker of the House Newt Gingrich stopped by Fox &amp;#38; Friends to discuss the Biden Administration&amp;#8217;s latest anti-American move to ease high gas prices; they are turning to Venezuela. https://t.co/NFP9lrvdKA
630,@NWADoug I believe the gas crisis started way before the Ukrainian war. Everything has its effects. And on a second thing and it makes it worse. Why would you want to pump dirty oil out of Venezuela rather than clean oil out of the US? Ours is more environmentally friendly
631,"@francis_scarr @Richard97932715 Careful Ivan  ! We can still cut off more, like Swift for example . You’ll get nothing at all for your oil or gas then ."
634,@WallStreetSilv @tim_cook @Apple @elonmusk I and my 15 phones would leave Apple even if Musk's phone was more expensive. So would many oil and gas companies and others who Apple alienated
635,"The pending rail strike would be catastrophic.  The key date is not 12/9, but the end of this week for Congress.  Fuel oil, nat. gas., &amp; ind’l chemicals go by rail.  Producers will NOT ship after Fri., with uncertainty that volatile chems will be stranded."
636,"@theJagmeetSingh Jagmeet, if you only knew how much you rely on oil and gas to get through the day, you’d change your tune.  However, you will fail to realize this due to your ignorance and corruption.  Sit down!!!🤡"
637,@JasperK_kraft @RBReich https://t.co/lHn3iOVmo4
640,"The Biden-Harris administration is taking bold action to tackle methane releases. Today, @Interior proposed a new rule that would address the waste of natural gas during the production of oil and gas on federal and Tribal lands. 
https://t.co/Nph3yfNRv3"
641,"@RepAndyBiggsAZ Who are you saying this to? Presidents don't drill for oil, oil and gas companies do. I assume you're talking to them and the 9,000 permits they have to drill here in the U.S."
643,"There are enormous missed opportunities in oil &amp; gas equities 

""China's COVID-Zero policies are weighing on global energy demand. He remains bullish and says oil and gas equities are cheap, and can be resilient even if commodity prices fall"" #oil #gas
https://t.co/65kCJaBIXb"
644,"@dianemc34717099 They could have started all this when all the coal, oil, and gas ran out. Not now!😱😱😱"
645,"US oil price lowest in nearly a year, gas down 6% in a month https://t.co/1EwCiLTjOz"
646,"Russia showed a willingness to weaponize energy by halting natural gas supplies to Europe. As December 5th approaches how will Russia respond to EU sanctions on Russian oil? 

Will Russia cut oil production in order to create higher inflation via energy shortages for the West?"
647,"That must be what contributed to record high gas, heating oil, and diesel prices. His focus is on clean, green energy that costs so much more than conventional sources, such as HYDRO power. https://t.co/vl8zOAHcYc"
648,"That being said, every ton of lithium that can be economically sourced from safe / reliable trade partners like Finland are worth it.
Same as with nat gas / oil as long as it's needed."
649,"@realTuckFrumper PINK (RED) HYDROGEN as a truly clean alternative to bridge the gap between oil/gas/coal and Fusion Power. Japan has a working plant, and has proven the technology. We need to build hundreds of these 100% Green power plants as soon as possible. https://t.co/Pu9CJ0yL7P"
650,@LoriBobay @RBReich These are the actual facts! We are producing more crude oil than we were when Trump left office! We are producing more natural gas than ever! We are importing less than we did most of trumps presidency! Trump did not fill the reserves!
651,Oil is currently below $75/barrel. Gas prices could come down any time oil companies &amp; shareholders want them to. But they're not concerned with the struggles of the little people; they're buying more expensive toys. https://t.co/QyLgDxryMb
652,"@Lancegooden Our country is on track to produce more oil and gas in 2022 than at any other time in our country's history.

Care to comment as to why the Trump Administration allowed the sale of our country's largest refinery to the Saudis?

What say you Lance?"
653,"@BidensWins 🤣🤣🤣 So now destroying our energy independence, replacing it with oil from our enemies and making them rich, and telling us we should be thankful gas went from $6/gal to $4.79 is a win? You are a sick puppy."
654,Former Speaker of the House Newt Gingrich stopped by Fox &amp;#38; Friends to discuss the Biden Administration&amp;#8217;s latest anti-American move to ease high gas prices; they are turning to Venezuela. https://t.co/bpYLSXQaDr
655,"@imetatronink By the time Putin decides he is done with Ukraine, Europe will be begging Russia for food, oil, gas and condoms"
656,"No more chasing the wind:
""It’s time to be honest about all the costs and benefits of every energy source—wind, solar, natural gas, coal, oil, and nuclear""
 https://t.co/rYIOQZcani"
657,"@Tzeporah @IMFNews @fossiltreaty Is 🇨🇦 oil &amp; gas so special (cheap? clean? ethical?) that it should be subsidized to be cheaper than the competitors’? What if other countries think the same way?

Do subsidies help with inflation; help low income folks? 
Article suggests not."
658,@Sen28124133 @Sutherla1K @BeccsaWeebsa @cgb76210075 @nato2424 @theJagmeetSingh Increasing demand for gasoline and decreases in world oil supplies are largely responsible for higher gas prices
659,"@elonmusk  Please go after big oil for price gouging on gas, mipolating gas prices"
660,"Open fires are a bad idea, especially in higher density residential areas. Try to use central heating based on a heat pump or gas or oil rather than secondary solid fuel heat sources. An enclosed stove will be slightly better than an open fire for those inside the house at least. https://t.co/mqKobrVEw6"
661,"We welcomed our Angola Oil &amp; Gas 2022 attendees with a cocktail function sponsored by @energy_african at the InterContinental Luanda Miramar Hotel 🇦🇴

For exclusive #AOG2022 event updates, visit https://t.co/fS2RryI0GG #OilandGas #EnergyTransition @nj_ayuk https://t.co/LSQHvvyKq0"
662,Impressive imaginative play in the nursery garden today. The children worked together to build an aeroplane to take them to Africa. C said they needed to keep filling the plane up with oil and gas and M said it would take 5 hours to get there ❤️ #blockplay https://t.co/Dm4pnG2hWb
663,"@agcolehamilton Interesting that you are not challenging the other facts on the leaflet. Oil, gas etc.
The word potential, should also be noted.
Potentially we could, will we, who knows"
664,Former Speaker of the House Newt Gingrich stopped by Fox &amp;#38; Friends to discuss the Biden Administration&amp;#8217;s latest anti-American move to ease high gas prices; they are turning to Venezuela. https://t.co/KWHZadEUuv
665,"@CraigD1673 @RachelNotley 100%
Total hypocrisy.... Rachel HATES oil and gas... https://t.co/6F1WPIGBkc"
666,"@factsrfriends @KayceeMaduYEG Wow, most the debt was accumulated by the NDP, and the UCP just got the books in order.  You lefties love to project.  The NDP kills the economy and blame someone else.  They killed oil and gas and tried to promote craft beer.  It got no where."
667,Weld County looks to oil and gas as it struggles to recover https://t.co/URm7RKBLk3
668,"@____KrunCh____ @Hambrabai @heavysilver @AdamKinzinger Bummer. Pharmaceuticals, biomass, pollution, waste, gas and oil, heaps of trash and plastic. Nature always finds a way to survive. 

So you’re against R’s screaming drill baby drill? I always thought we should pollute other countries over our own. Then when their oil runs out…."
669,"The interpretation of the two cow is ironically some people well understood  the Oil &amp; Gas which was in South can be discovered in  Arewa- land  Mama  don open problem 
we thank God what the Northern will do when every is oil https://t.co/dIGLIHrty5"
670,@RepAndyBiggsAZ Still waiting on you to talk about the $$$billions in profits oil &amp; gas are making &amp; why you still support giving them billions in subsidies every year.
671,US oil prices hit lowest level in nearly a year. Gas is down 6% in a month | CNN Business https://t.co/t56bxVKBM6
672,"Shell to buy Europe’s biggest biogas producer for €1.9bn https://t.co/OZLax0rhvb 

""It now has 14 plants and produces about 3,000 barrels of oil equivalent a day of biomethane.
Shell produced about 3.2mn boe/d of crude and natural gas last year.""

Very, very expensive valuation."
673,"@ReverendWarnock @SenatorWarnock @HerschelWalker @LindseyGrahamSC In 2021, Warnock voted against canceling the Biden Administration’s ban on oil and gas leasing on federal lands (8/10/21) In 2021, Warnock voted three times against legislation to prohibit a ban on fracking (Senate Roll Call Votes: 2/4/21, 2/5/21, 8/10/21)"
674,@abettertake The tech world is now experiencing what the oil and gas world realized in 2016/2017. Namely that bloated companies cannot survive in an economic downturn/bust cycle. I suspect this change in mentality will affect the entire industry forever moving forward.
675,https://t.co/rVVczZA3ni
676,@HouseGOP Gas and oil companies refuse to drill here.  Shut the fuck up.
677,"@COP27P concluded with a narrow agreement that did not include limiting oil and gas use. Since national governments won't do the urgent work to fight climate change, @c40cities highlights that cities and their mayors are using their power and influence to bring meaningful change. https://t.co/TnszQCMpnv"
678,"current energy crisis brought on by the unprovoked war by Putin in Ukraine, most of Eur. &amp; much of the world needs that ""bridge"" to get us through the upcoming winter. The leaking rate from oil/gas ops is 2.3%, according to the Jnl. Science. If that gas is captured &amp; marketed it"
679,"Wasted UK methane gas 'a scandal' https://t.co/HqCYvQUYEi via @BBCNews 

I beg to differ that capturing methane (CH4) from oil &amp; gas is not profitable. It's most certainly doable. Without methane controls, the world can't limit temp. increases. Controls are necessary for the"
680,Read Enverus’ latest FundamentalEdge for actionable insights and market-leading analysis on the medium-term for oil and natural gas. Use Enverus’ unmatched intelligence to drive your strategy into the future of our changing energy landscape. https://t.co/pWPvR0ODLe https://t.co/mFDyXtH6Lw
681,"@nathaliejacoby1 Lots of choices living in San Francisco but I refuse to give a dime to gas, propane, kerosene, oil, electricity or any power companies, coal industry and lumber industry included. I drive only a Tesla or take an Uber if needed."
682,"URGENTLY HIRING!

Availability: Early December 2022.
For Indonesian Citizenship only.

Currently PT. Pustek E&amp;T, a fast-growth Oil and Gas EPC and Survey-Assessment Company based in Depok, Indonesia need the following position:"
683,"#世界杯     https://t.co/bHJHqCmJMa
Water gas share professional oil lay."
684,"Keep a close eye on the economy, border, gas and oil prices and loads of other shit. https://t.co/4wY2XFWlDc"
685,@maxfawcett Cool can we extrapolate this to oil and gas and every other industry so that the employer no longer can ask for my bodily fluids before they decide if they're going to give me a job or not? No? Because insurance companies wouldn't like it? I guess we've found the real culprit.
686,@GOPChairwoman CORPORATE GREED SUPPORTED BY REPUBLICANS https://t.co/7wAD8l9iqc. #RepublicansAreDestroyingAmerica #GOPCorruptionOverCountry
687,"We want to buy 

Caprolactum

cas 105-60-2

cfr karachi Pakistan basis 

#capro #caprolactum #nylon66 #nylon #polyamide #hydrocarbon #benzene #oil #gas #coal #energy #chemicals #chemical #fahim #venus #venuscorporation #glycols #butyl #acrylates #monomer #styrene #phenol #acetone"
688,"@hora25 @carmencalvo_ @PabloIglesias @MargalloJm @AimarBretos hey como lo llavais
verdad ?
verdad que hay oferta de #gas_oil ?
cuando ya todo en hipotecas esté vendido
seguro 
seguro 
termina en otra 
verdad 
#confinados y sin gasto de #energia 
quemar
negro #oro_negro 
#cuentafinal
#noviembre https://t.co/vW93ldxj4u"
689,"The Biden administration has decided to enrich the murderous socialist dictator of Venezuela rather than risk losing national and international green social credit for its suppression of the U.S. oil and gas industry.

America is ruled by immoral fools. https://t.co/vSRxsnCi1j"
690,"#Biden, a good soldier in the WEF army doing his best to put #America last. #oilprice #economy #gas #Drilling We give our oil to others while drilling elsewhere WTF? https://t.co/l7E3ocDZ8U https://t.co/EzS9h7n4t7"
691,"Super interesting customer case studies at Telefónica Tech analyst day for #IoT spanning automotive, mining, smart metering, manufacturing, smart cities, logistics, oil &amp; gas, agrifoods. Good enhancement of existing installed systems, too, one of the key axes of IoT growth"
692,"@JoeNBC @POTUS did that by draining the Strategic Petroleum Reserve.  Buckle up, when there’s no more oil to dump from the reserve, gas prices will skyrocket past $4, $5, $6, $7 all the way to the moon."
693,"@GOPChairwoman The US is on track to produce more oil and gas this year than ever before and to produce even more next year.  We export more oil, gas and coal than we import."
694,@almowatennet Why you're cold oil is huge in stock and gas also
695,"The green countries which live thanks to #FossilFuels https://t.co/XmS9yzbVGK #ClimateHypocrisy #ClimateChange #ClimateCatastrophe 
Oil and gas drilling in North Sea must end, ministers told https://t.co/2RH93gd62T"
696,"The U.S Interior Department's Bureau of Land Management on Monday proposed rules to limit methane leaks from oil and gas drilling on public lands, the latest move by the Biden administration to crack down on the potent greenhouse gas. https://t.co/oAYs2rzb88"
697,@sendboyle Buy electric cars the green say itl be cheaper! Dont cut turf the greens say b4 they support scantions to increase oil gas and coal... https://t.co/diQW8ze6R5
698,"we will keep our clean oil, natural gas &amp; coal. Keep our normal vehicles &amp; drill for our resources on our land and water &amp; not force &amp; coerce people with propaganda to do the the Globalist Bidding, we do not listen to the Globalists, but what will be good for America"
699,@WayneWs40 @erstlecocq @charlesadler @Unbranded63 Oil&amp;Gas?
700,"@elonmusk @elonmusk are you secretly part of NWO too? Jw because we all know that everyone having a lithium battery powered car isn’t doable and will be worse for the environment then oil and gas in the long run, what’s the solution to this? And also the amount of emissions creating them.."
701,"@elonmusk Trump supporters a few weeks back: *EVs are bad. They want to kill Oil and Gas industry... never buy them.
Trump supporters now:*buy tesla, our lord has spoken!"
702,"@Joker29793797 @runews If Russians get rid of Putin, Oil and gas will flow again."
703,"Thanks Joe!
#ThanksJoeBiden
US oil prices hit lowest level in nearly a year. Gas is down 6% in a month.
https://t.co/MbgTtJC9Vt"
704,Former Speaker of the House Newt Gingrich stopped by Fox &amp;#38; Friends to discuss the Biden Administration&amp;#8217;s latest anti-American move to ease high gas prices; they are turning to Venezuela. https://t.co/a8zLZ6LcNc
705,@GrahamLKeegan That the reality!  Coal and gas/oil are here to stay. Stay warm!!
706,"@POTUS Doesn't matter what the source is you still need oil and gas to manufacture alot of our daily use items, such as tvs, tires,   microwaves and anything plastic."
707,@Sir_Jabulani As well as the regulatory arms of the oil and gas sector
708,@marcodog1 What do all of those states have in common? Could it be what I said in the beginning? Natural gas and Oil.
709,"@GeorgePapa19 They sold the coal, oil and gas under us... That's why!"
710,@narendramodi @BJP4Gujarat Petrol kemcho? Diesel kemcho ? Gas cylinder kemcho ? Cooking oil kemcho ? Jeb khaali awicho😝
711,@NikkiHaley Haley is calling for the nationalization of America’s oil and gas industries.
712,"@Sen28124133 @Sutherla1K @BeccsaWeebsa @cgb76210075 @nato2424 @theJagmeetSingh The US also has high oil reserves, but its gas prices are also high. Canada I believe (I haven’t looked it up just going off the top of my head) imports a lot of their oil, tho I may be wrong"
713,Former Speaker of the House Newt Gingrich stopped by Fox &amp;#38; Friends to discuss the Biden Administration&amp;#8217;s latest anti-American move to ease high gas prices; they are turning to Venezuela. https://t.co/krF0IuSJt4
714,@TedNugent And gas prices are going down.  Seems the big business oil companies wanted the republicans to win.
715,@SenBillCassidy  letting Venezuela to be aloud to sell oil to US when we have hundreds of years oil and natural gas in this country and your fine with it … Sir your truly a fool
716,So “Let’s Go Brandon” wants to Drill oil and Gas in Venezuela not USA?🇺🇸 why?  So he can launder more tax dollars and ruin more America
717,Acceptance of TRUTH is not part of the GOP political agenda. Just realize @POTUS Biden is not on the oil and gas companies boards of directors 'manipulating' prices or levels of supply or part of @OPECSecretariat office or #OPEC or #OPECplus. https://t.co/ZzgZK4C8mJ
718,@RepBoebert Explain to us how Pres Biden can order oil companies to divert their massive profiteering to reopen drill that they shut down during the pandemic drop in demand for gas.
719,"Determined to destroy US Economy for Power;
Energy Sec Jennifer Granholm the Least Qualified Liar of the array of unimaginably Dishonest Unqualified appointees to this dumber than stupefied Admin.
Oil/gas production will never end.
Democrat Party Lies/policies killed US economy. https://t.co/6VP0b7vO5L"
720,"@WhiteHouse To bad home heating oil wasn’t the same price as it was when Trump was in office, FJB!Oh and the gas prices 🤬FJB!"
721,"@VA_Revere @realDailyWire 🤣Keep telling yourself that.  Resources are most definitely being fought over.  You should check into what Ukraine offers in mineral reserves and grain.  Then oil, the whole Syria conflict is about the Iran-Iraq pipeline that is supposed to service EU's gas needs."
722,US oil prices hit lowest level in nearly a year. Gas is down 6% in a month | CNN Business https://t.co/GL5mnoLvXP
723,"@mommajessiec I always use soap.  But, then I put it on the stove with a drop of water in the pan. When it evaporates, I know the pan is completely dry.  Then I wipe a *very* thin coat of oil on it and wait for it to smoke. Turn off the gas. Leave a towel on the handle so people know it’s hot"
724,@DailyCaller What the administration is not telling you is they have raised dramatically the offsets oil producers pay to mitigate the release of methane gas.  Those producers find it to costly to pump oil in the US.  #BidenDestroysAmerica #mondaythoughts
725,"@The_777_lioness @FukBidens @ToAbbasGlory It was still much cheaper when Trump was in office. When the Strategic Reserves are drained, we'll have no emergency reserve and gas will go up again, which will drive inflation up more. Now Biden is begging for oil from Iran of all places. #RestoreEnergyIndependence"
726,"@HamishVraptor @Sutherla1K @BeccsaWeebsa @cgb76210075 @nato2424 @theJagmeetSingh Russia is the reason the country with the 3rd largest oil reserves gas prices are high? 

Please explain."
727,"@POTUS Bullshit Biden ! What he doesn't tell you is that we're open to getting oil from communist and dictatorship counties rather than producing our own oil and gas, hence supporting countries with human violation, these countries goverments kill people."
728,"Sulphur intensive fuel. Venezuelan dirty oil is what Biden chooses over US cleaner natural gas.  Who would choose to hurt both the world environment, as Europe is forced to return to coal, and harm the US environmental cleaner natural gas production?  Who voted for this guy?"
729,@no237s5 @RobinBrooksIIF Russia talks a lot. They also said thei'd stop supplying oil and gas to countries sending weapons to Ukraine...
730,"Global oil production has continued to rise over the years. Here’s a look at the top 10 oil-producing countries.

https://t.co/tEHyiaAEIF

#oilgas #oilstocks #gasstocks"
731,"“It just happened that Burisma had gotten the lion’s share of Ukraine oil and gas lease deals under ousted (and Russia-aligned) President Viktor Yanukovich, and had strong reason to fear prosecution under a new Ukrainian President and chief prosecutor.“

2/3"
732,"Christyan Malek, JP Morgan Head of EMEA Oil and Gas Equity Research, says he still thinks oil prices will rise to well over $100 a barrel in the next few years. He talks about supply demand and why oil prices have been dropping recently https://t.co/TzTEBjF9PM via @YouTube"
733,"Global oil production has continued to rise over the years. Here’s a look at the top 10 oil-producing countries.

https://t.co/MnkjDsjPo2

#oilgas #oilstocks #gasstocks"
734,US oil prices hit lowest level in nearly a year. Gas is down 6% in a month | CNN Business https://t.co/BbarF6Q2Fa
735,@Elizabe13014545 I’ve got a air fryer and love it. Cooks better than my gas oven.  I rarely fry either and never use oil in the air fryer. Mine was £40 one from lidl.. I took a pun. Better cooked food and lower bills whats not to like..
736,"@drewsparkley @jimmytabuk @magnusllewellin No mate I wouldn’t ,I don’t want either and neither does the majority of Scots ,this politicising of Energy by the most corrupt govt ever who will have personal interests in seeing more Nuclear /oil and gas stinks as much as anything they touch"
737,"If oil companies had nothing to hide, they would show up at tomorrow’s hearing on gas price spikes. 

It’s that simple. https://t.co/p7Gf33PVJe"
738,"@vonderleyen @AUC_MoussaFaki @_AfricanUnion @EU_Commission Do they have oil, gas, or diamonds in that country? If not EU is going to pay... https://t.co/eVpgrv2Cau"
739,"@POTUS Europe is returning to coal burning factories because the US refuses to send them natural gas and now, we're going to allow Chevron to pump oil in Venezuela that's got to be shipped here, burning tens of thousands of gallons of diesel fuel. Climate change is a money making SCAM."
740,@HouseGOP what for??  to benefit private companies they refused to ease gas prices let biden look for oil in Venezuela jackasses
741,"Drill baby drill
Let drill our oil &amp; gas to step up ⬆️ development in African countries.

Energy Independence should be our goal. Long live our continent 🌍independence!✊🏾🛢️

It’s always pleasurable to met NJ Ayuk JD, MBA.  Executive Chairman at Africa Energy Chamber…. https://t.co/gJTdJZ0hQt"
742,VINTAGE AMOCO MOTOR GREASE 16 GALLON OIL GAS DRUM BARREL CAN TRASH GARAGE SHOP via @eBay #eBay🇺🇸 https://t.co/xY8aDWbqTz
743,"@JavierBlas @opinion How come you write rubbish like big oil is moving beyond oil and gas when it is not??

It is a very weird thing to write.

They move into stuff there is hype on and subsidies to be collected.

There is a 50 cent subsidy on 1 m3 of gas. A Nice premium to grab for free"
744,VINTAGE AMOCO MOTOR GREASE 16 GALLON OIL GAS DRUM BARREL CAN TRASH GARAGE SHOP via @eBay #eBay🇺🇸 https://t.co/ZcgoUUlC61
745,VINTAGE AMOCO MOTOR GREASE 16 GALLON OIL GAS DRUM BARREL CAN TRASH GARAGE SHOP via @eBay #eBay🇺🇸 https://t.co/KKrcMj7G17
746,VINTAGE AMOCO MOTOR GREASE 16 GALLON OIL GAS DRUM BARREL CAN TRASH GARAGE SHOP via @eBay #eBay🇺🇸 https://t.co/0XJ0fkO4Zc
747,VINTAGE AMOCO MOTOR GREASE 16 GALLON OIL GAS DRUM BARREL CAN TRASH GARAGE SHOP via @eBay #eBay🇺🇸 https://t.co/4jDH3l0zxW
748,VINTAGE AMOCO MOTOR GREASE 16 GALLON OIL GAS DRUM BARREL CAN TRASH GARAGE SHOP via @eBay #eBay🇺🇸 https://t.co/uIPpzfeDMJ
749,VINTAGE AMOCO MOTOR GREASE 16 GALLON OIL GAS DRUM BARREL CAN TRASH GARAGE SHOP via @eBay #eBay🇺🇸 https://t.co/T3SEcF7qiF
750,"@CheriDiNovo IT IS NOT A VIRUS 
IT IS A BUSINESS PLAN:

With 31 Covid-19 related patents published between 2002 and 2022, Pfizer Inc holds the most number of Covid-19 patents in the global Oil &amp; Gas sector.

https://t.co/r2ASVXFowo"
751,@JustStop_Oil Bollocks we need oil 🛢 and gas ⛽️ more oil 🛢
752,"@at_lisi @FukBidens @ToAbbasGlory Gas would be around $2.40/gal if Trump was in office. Biden screwed up everything as soon as he took office. Sure, oil is a global commodity, but if we were energy independent, like we were, America gas would be cheaper. Regardless of the oil market the price of gas varies a lot. https://t.co/TgOhwrv3vf"
753,"I told you!
Dems are trying to kill YOUR family by letting rapists/murderers free!
#MAGA #2A #gas #gasprice #gasprices #oil #economy #recession #vote #USA #guns #4chan #pedopeter #PedoHitler #PedoHitlerBiden https://t.co/Fvw1qt8bCR"
754,Biden approved oil and gas drilling to a country that the US doesn’t even recognize and you are worried about a guy that sells pillows…… https://t.co/hTusyojvuX
755,@theJagmeetSingh As long as gas and oil go down I could care less what they get. It's peons compared to what's wasted on Trudeau's around the world handouts.
756,@BoranTheki45 @tripleohseven @TonyClimate Because they want to lose money?!?! That's nonsense. Oil/gas is much more profitable that green energy would be if we actually invested in the infrastructure. Also either share holders or countries control oil companies https://t.co/CYXOJqMQtU
757,"@JoeNBC It takes a special kind of stupid to think that destroying our oil production, doubling/tripling the price of gas in most states, almost doubling the cost of food because of the higher gas prices, &amp; then draining our reserves to make it look good, is a win."
758,"Bullish On Exxon, Marathon Oil And Occidental? This 2X Leveraged ETF Looks Ready To Bounce – Direxion Daily S&amp;P Oil &amp; Gas Exp. &amp; Prod. Bull 2X Shares (ARCA: $GUSH) https://t.co/dK5fF51l6m  $MCO $XOM"
759,So if we did not have coal oil natural gas power plants people would die you know like people on lifesuport and your electric car would be sitting like a block of lead no power go ahead and stop american coal production stop all use of fossil fuel but don't cry when the sun
760,"The tax would skim about 90% of earnings from renewable and clean energy sources above that 130 Euro per megawatt number, and would implement a direct 33% tax on oil, gas, and coal companies. (3/4)"
761,"If you’re against oil and gas, great! Call the gas company to come remove your gas meter and find a separate alternative to heating your home, and leave the rest of us alone. Mind your own business like I’m sure your mother used to tell you."
762,"@SummeyPrime @GoQraken @Noahpinion Biden dealt a major blow to American energy independence with his Executive Order banning new oil and gas development on federally owned territory.
Biden declared war on the energy industry."
763,"The price cap issue is unlikely to significantly damage Russia’s income from oil and gas, as other nations such as China and India have been purchasing large quantities at discounted rates. (4/5)"
764,"@AVindman @elonmusk @votevets Disgrace to the uniform.
https://t.co/UMUp88fZ67"
765,"@WatcherAfar IT IS NOT A VIRUS - IT IS A BUSINESS PLAN: With 31 Covid-19 related patents published between 2002 and 2022, Pfizer Inc holds the most number of Covid-19 patents in the global Oil &amp; Gas sector.

https://t.co/r2ASVXFowo"
766,"@sandygirl195355 @nathaliejacoby1 So you dont buy gas, or buy anything plastic that is made from oil or put oil in your car??"
767,@SenatorHagerty BIG OIL IS DOING EXACTLY AS PLANNED IN ORDER TO GOUGE THE AMERICAN PUBLIC FOR AS LONG AS THEY COULD &amp; FUNNY THING GAS PRICES DROPPING FOOD PRICES RAPIDLY DROPPING STORE SHELVES OVERFLOWING ALL HAPPENING B4 GOP TAKES OVER HOUSE. LOL THEY STARTED W/O YOU. DEM/BIDEN GET ALL CREDIT.
768,"@RepDLesko Congresswoman Lesko, our country is on track to produce more oil and gas in 2022 than at any other time in our country's history.

Big oil is also set to report all-time record high profits.

It seems to me that American energy is doing just fine."
769,@Chevron So Chevron is posing as an Ag research org now? Shameful misleading advertising. Maybe they can work on something new for oil &amp; gas spills at all those Chevron stations that have oil slicks on retaining ponds!
770,"Every minute the world spends $11 million on oil &amp; gas subsidies, finds @IMFNews!

https://t.co/0EpbPaEO0n"
771,"US oil price lowest in nearly a year, gas down 6% in a month https://t.co/0J9RwwaLZx"
772,"Former oil and gas employees are finding work battling #climatechange; jobs building and maintaining #offshorewind farms increased about 16 percent last year to 31,000, according to the Offshore Wind Industry Council. https://t.co/pHoEL7pch7 via @NYTimes"
773,"China's Shenzhen Energy Group has signed a long-term agreement with oil major BP to buy LNG, aiming to lock in supplies with gas-fired power generation poised to surge in the world's second-largest economy.

https://t.co/U0IV1m8Hiy
#LNG #BP #China #gas"
774,"@Colovion @OkayestSa @POTUS Oh, BTW, oil refining wouldn't stop tomorrow if all gas transportation stops.
You do know oil is used for more than transportation, right?
Like the phone or computer you're typing on right now."
775,"Investors Are Now Confused

https://t.co/OTaa5GDras

#EconomicNinja #EconomicNinjaChannel #Gas #InvestingInMiningStocks #Mining #Oil #TheEconomicNinja #TheEconomicNinjaChannel https://t.co/yj0Vxx0Jo3"
776,"We're removing Oil &amp; Gas jobs to create Wind &amp; Solar jobs.

Oil &amp; Gas Extraction Mean Annual Wages: $100,007
https://t.co/zT4drfyZWP

Solar PV Installer Mean Annual Wages:: $50,710
https://t.co/Mws8NffiJv

Wind Turbine Technician Mean Annual Wages: $58,580
https://t.co/tw2RXkUebH https://t.co/JK1WzPlEZA"
777,"@TomthebombN @MadeInTheUSANJ @RepAndyBiggsAZ Good lord, you got every point wrong. America reached net exporter status under Obama, not Trump. Joe Biden never banned fracking. Biden had very little to do with gas prices increasing, but he did help lower prices a little. Now oil is down to $75 a bbl today, off a high of $130"
